segment,protocol,slug,month,btc_total,btc_plain,btc_yieldbearing,btc_borrowed,usd,source
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2025-08,140.7924,140.7924,0,0.0101,15244582,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2025-09,139.836,139.836,0,0.0101,15929560,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2025-10,136.7014,136.7014,0,0.0101,14953026,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2025-11,134.8354,134.8354,0,0.0101,11792162,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2025-12,133.8928,133.8928,0,0.0101,11720445,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2026-01,132.6882,132.6882,0,0.0101,10461386,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2026-02,130.3466,130.3466,0,0.0101,8727535,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2026-03,129.2504,129.2504,0,0.0101,8776873,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2026-04,129.2504,129.2504,0,0.0101,9876657,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2026-05,128.041,128.041,0,0.0101,9422477,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2026-06,126.6836,126.6836,0,0.0101,7419031,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2026-07,123.3811,123.3811,0,0.0101,7762818,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2026-08,120.2524,120.2524,0,0.0101,9434149,defillama-protocol (token units)
money_market,Alpaca Finance 2.0,alpaca-finance-2.0,2026-09,120.2524,120.2524,0,0.0101,9745044,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2024-09,3.2677,3.2675,0.0002,0.0009,207656,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2024-10,2.876,2.8758,0.0002,0.0009,202114,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2024-11,0.6958,0.6955,0.0003,0.0019,67108,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2024-12,20.8851,20.8399,0.0452,0.0019,1948350,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-01,20.5766,20.3764,0.2002,0.0009,2104953,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-02,20.0304,19.93,0.1004,0.0009,1686436,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-03,2.0242,1.924,0.1003,0.0009,166631,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-04,2.018,1.9177,0.1003,0.0009,190058,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-05,2.0179,1.9176,0.1003,0.0009,211225,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-06,2.0179,1.9176,0.1003,0.0009,216014,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-07,17.5114,17.5114,0,0,2023305,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-08,0.0027,0.0027,0,7.1138,295,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-09,4.9407,4.9407,0,19.1493,564971,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-10,0.9047,0.9047,0,23.2387,99183,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-11,1.7818,1.7818,0,24.7266,158638,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2025-12,33.6618,33.6618,0,0,2940006,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2026-01,41.5429,41.5429,0,0,3284158,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2026-02,11.5003,11.5003,0,10.7274,767967,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2026-03,95.6881,95.6881,0,121.5639,6511975,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2026-04,63.2555,63.2555,0,94.4854,4827911,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2026-05,108.1491,108.1491,0,115.6998,7961849,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2026-06,41.9251,41.9251,0,137.5802,2432039,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2026-07,49.0881,49.0881,0,124.3708,3087425,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2026-08,61.3322,61.3322,0,55.4669,4825453,defillama-protocol (token units)
money_market,Native Credit Pool,native-credit-pool,2026-09,44.9283,44.9283,0,53.348,3647518,defillama-protocol (token units)
money_market,Dolomite,dolomite,2024-09,33.9807,33.9807,0,73.1569,2161384,defillama-protocol (token units)
money_market,Dolomite,dolomite,2024-10,52.7461,52.7461,0,63.1039,3704817,defillama-protocol (token units)
money_market,Dolomite,dolomite,2024-11,80.6895,80.6885,0.001,78.1693,7786800,defillama-protocol (token units)
money_market,Dolomite,dolomite,2024-12,110.7876,110.7598,0.0278,61.602,10323788,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-01,54.1409,54.1359,0.0049,67.7258,5538902,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-02,4894.0882,1431.3738,3462.7144,92.4735,409751076,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-03,4723.5032,1066.9025,3656.6007,72.0319,389413040,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-04,4544.4346,920.6653,3623.7693,57.7758,427113112,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-05,495.5028,188.229,307.2737,45.644,51617296,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-06,363.1698,104.6619,258.5079,86.5435,38829348,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-07,359.1229,107.276,251.8469,99.3683,41469008,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-08,384.6742,133.1713,251.5029,111.2505,41606097,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-09,430.9089,178.8623,252.0466,87.1035,49034591,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-10,413.7273,148.9351,264.7923,80.5479,45158782,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-11,387.5917,122.845,264.7467,78.9044,34852842,defillama-protocol (token units)
money_market,Dolomite,dolomite,2025-12,385.5546,119.749,265.8056,76.1962,33728068,defillama-protocol (token units)
money_market,Dolomite,dolomite,2026-01,434.0611,173.9245,260.1367,73.9984,34095674,defillama-protocol (token units)
money_market,Dolomite,dolomite,2026-02,549.6028,288.5099,261.0929,12.7592,36641467,defillama-protocol (token units)
money_market,Dolomite,dolomite,2026-03,480.5473,232.2005,248.3468,45.3434,32281690,defillama-protocol (token units)
money_market,Dolomite,dolomite,2026-04,326.9175,78.5868,248.3306,19.0354,24859917,defillama-protocol (token units)
money_market,Dolomite,dolomite,2026-05,328.3664,80.7168,247.6496,22.1251,24107826,defillama-protocol (token units)
money_market,Dolomite,dolomite,2026-06,314.784,67.1344,247.6496,34.008,18358970,defillama-protocol (token units)
money_market,Dolomite,dolomite,2026-07,305.2866,57.6994,247.5871,47.2535,19136666,defillama-protocol (token units)
money_market,Dolomite,dolomite,2026-08,51.063,50.8412,0.2218,42.9889,4012639,defillama-protocol (token units)
money_market,Dolomite,dolomite,2026-09,57.7323,57.5105,0.2218,40.4553,4688004,defillama-protocol (token units)
money_market,Tectonic,tectonic,2024-09,276.9979,276.9979,0,1.9437,17488541,defillama-protocol (token units)
money_market,Tectonic,tectonic,2024-10,272.6219,272.6219,0,2.1517,18998474,defillama-protocol (token units)
money_market,Tectonic,tectonic,2024-11,303.7179,303.7179,0,2.2546,29224041,defillama-protocol (token units)
money_market,Tectonic,tectonic,2024-12,279.0638,279.0638,0,2.0865,26235345,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-01,259.0547,259.0547,0,2.0564,26383946,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-02,234.4378,234.4378,0,1.8165,19832032,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-03,223.8513,223.8513,0,1.8267,18424750,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-04,219.8665,219.8665,0,1.8619,20790794,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-05,198.398,198.398,0,1.8653,20919282,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-06,196.8864,196.8864,0,1.7347,21075704,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-07,195.2727,195.2727,0,1.6159,22593055,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-08,190.5944,190.5944,0,1.7645,20652617,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-09,189.4121,189.4121,0,1.6985,21648853,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-10,179.798,179.798,0,1.7662,19781133,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-11,162.9066,162.9066,0,1.8368,14609255,defillama-protocol (token units)
money_market,Tectonic,tectonic,2025-12,162.3357,162.3357,0,1.8586,14169444,defillama-protocol (token units)
money_market,Tectonic,tectonic,2026-01,156.3172,156.3172,0,1.8041,12339368,defillama-protocol (token units)
money_market,Tectonic,tectonic,2026-02,112.2189,112.2189,0,1.7646,7547413,defillama-protocol (token units)
money_market,Tectonic,tectonic,2026-03,111.9037,111.9037,0,1.8133,7600283,defillama-protocol (token units)
money_market,Tectonic,tectonic,2026-04,113.0781,113.0781,0,0.4458,8574063,defillama-protocol (token units)
money_market,Tectonic,tectonic,2026-05,105.0202,105.0202,0,0.4524,7769001,defillama-protocol (token units)
money_market,Tectonic,tectonic,2026-06,99.783,99.783,0,0.3705,5818773,defillama-protocol (token units)
money_market,Tectonic,tectonic,2026-07,97.3723,97.3723,0,0.3647,6095305,defillama-protocol (token units)
money_market,Tectonic,tectonic,2026-08,97.8043,97.8043,0,0,7699912,defillama-protocol (token units)
money_market,Tectonic,tectonic,2026-09,93.0353,93.0353,0,0,7560630,defillama-protocol (token units)
money_market,TermMax,termmax,2024-09,4.1786,4.1786,0,0,265539,defillama-protocol (token units)
money_market,TermMax,termmax,2024-10,4.3424,4.3424,0,0,305221,defillama-protocol (token units)
money_market,TermMax,termmax,2024-11,1.8866,1.8866,0,0,181719,defillama-protocol (token units)
money_market,TermMax,termmax,2024-12,1.3816,1.3816,0,0,128751,defillama-protocol (token units)
money_market,TermMax,termmax,2025-01,1.3816,1.3816,0,0,141555,defillama-protocol (token units)
money_market,TermMax,termmax,2025-02,0.3385,0.3385,0,0,28515,defillama-protocol (token units)
money_market,TermMax,termmax,2025-03,0.3383,0.3383,0,0,28110,defillama-protocol (token units)
money_market,TermMax,termmax,2025-04,1.0663,1.0663,0,0,100344,defillama-protocol (token units)
money_market,TermMax,termmax,2025-05,0.1698,0.1698,0,0,17780,defillama-protocol (token units)
money_market,TermMax,termmax,2025-06,0.7383,0.7383,0,0,79061,defillama-protocol (token units)
money_market,TermMax,termmax,2025-07,0.569,0.569,0,0,66127,defillama-protocol (token units)
money_market,TermMax,termmax,2025-08,0.0004,0.0004,0,0,43,defillama-protocol (token units)
money_market,TermMax,termmax,2025-09,0.0004,0.0004,0,0,45,defillama-protocol (token units)
money_market,TermMax,termmax,2025-10,15.0142,15.0142,0,0,1645426,defillama-protocol (token units)
money_market,TermMax,termmax,2025-11,15.0143,15.0143,0,0.0,1336761,defillama-protocol (token units)
money_market,TermMax,termmax,2025-12,15.0143,15.0143,0,0.0,1314108,defillama-protocol (token units)
money_market,TermMax,termmax,2026-01,15.0244,15.0147,0.0097,0.0,1176304,defillama-protocol (token units)
money_market,TermMax,termmax,2026-02,71.4305,71.4305,0,7.2233,4758230,defillama-protocol (token units)
money_market,TermMax,termmax,2026-03,90.6404,90.6404,0,132.9158,6184504,defillama-protocol (token units)
money_market,TermMax,termmax,2026-04,57.1151,57.1151,0,88.7742,4357087,defillama-protocol (token units)
money_market,TermMax,termmax,2026-05,2.0334,2.0334,0,88.7742,149665,defillama-protocol (token units)
money_market,TermMax,termmax,2026-06,0.0005,0.0005,0,88.7742,26,defillama-protocol (token units)
money_market,TermMax,termmax,2026-07,0.0046,0.0046,0,0,292,defillama-protocol (token units)
money_market,TermMax,termmax,2026-08,0.0005,0.0005,0,80.9376,35,defillama-protocol (token units)
money_market,TermMax,termmax,2026-09,0.0005,0.0005,0,80.9376,36,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2024-09,70.6701,70.6701,0,0.2515,4499774,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2024-10,70.6276,70.6276,0,0.2515,4957634,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2024-11,69.2342,69.2342,0,0.2515,6677499,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2024-12,69.2049,69.2049,0,0.2515,6453287,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-01,66.9841,66.9841,0,0.2515,6862323,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-02,67.5261,67.5261,0,0.2515,5693797,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-03,69.8375,69.8375,0,0.2515,5770461,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-04,72.8435,72.8435,0,0.2515,6885529,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-05,72.9434,72.9434,0,0.2515,7610111,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-06,72.8989,72.8989,0,0.2515,7825110,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-07,74.4709,74.4709,0,0.2515,8610696,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-08,71.6845,71.6845,0,0.2515,7759634,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-09,71.7889,71.7889,0,0.2515,8192622,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-10,71.4982,71.4982,0,0.2515,7842880,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-11,71.4982,71.4982,0,0.2515,6362273,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2025-12,71.4982,71.4982,0,0.2515,6279797,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2026-01,71.4982,71.4982,0,0.2515,5647373,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2026-02,71.5189,71.5189,0,0.2515,4769402,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2026-03,71.6598,71.6598,0,0.0483,4889577,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2026-04,71.6615,71.6615,0,0.0483,5485376,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2026-05,71.6676,71.6676,0,0.0483,5277252,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2026-06,71.8815,71.8815,0,0.0483,4209047,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2026-07,71.8815,71.8815,0,0.0483,4520803,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2026-08,71.8915,71.8915,0,0.0483,5650581,defillama-protocol (token units)
money_market,Vires Finance,vires-finance,2026-09,72.8946,72.8946,0,0.0483,5924762,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2024-09,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2024-10,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2024-11,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2024-12,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-01,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-02,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-03,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-04,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-05,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-06,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-07,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-08,0,0,0,0,0,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-09,45.3275,45.3275,0,12.954,5174366,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-10,48.8447,48.8447,0,10.66,5343831,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-11,52.2434,52.2434,0,13.8617,4652910,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2025-12,54.8017,54.8017,0,10.7366,4802339,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2026-01,54.6571,54.6571,0,14.7741,4301364,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2026-02,58.9561,58.9561,0,13.5357,3934076,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2026-03,58.4795,58.4795,0,12.5334,3987813,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2026-04,57.8541,57.8541,0,12.6331,4421365,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2026-05,60.1452,60.1452,0,12.5444,4428591,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2026-06,56.0066,56.0066,0,17.0269,3250945,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2026-07,57.0068,57.0068,0,15.6673,3585242,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2026-08,57.2801,57.2801,0,16.3611,4503522,defillama-protocol (token units)
money_market,MetalX Lending,metalx-lending,2026-09,56.7607,56.7607,0,14.596,4610973,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2024-09,97.4077,97.4077,0,0,6158346,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2024-10,99.1181,99.1181,0,0,6952093,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2024-11,95.9956,95.9956,0,0,9240930,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2024-12,71.9456,71.9456,0,0,6716136,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-01,65.327,65.327,0,0,6689091,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-02,40.8418,40.8418,0,0.005,3443367,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-03,74.6366,74.6366,0,0,6162048,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-04,144.8628,144.8628,0,0,13625987,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-05,146.2724,146.2724,0,0,15272327,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-06,127.7006,127.7006,0,0,13685123,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-07,123.9111,123.9111,0,0,14320622,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-08,113.4722,113.4722,0,0,12287745,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-09,100.7606,100.7606,0,0,11507237,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-10,98.7182,98.7182,0,0,10820738,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-11,61.0559,61.0559,0,0,5444979,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2025-12,19.4549,19.4549,0,0,1703568,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2026-01,19.7843,19.7843,0,0,1551145,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2026-02,64.1557,64.1557,0,0,4258995,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2026-03,57.847,57.847,0,0,3935703,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2026-04,64.4195,64.4195,0,0,4910248,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2026-05,72.1898,72.1898,0,0,5311529,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2026-06,65.8241,65.8241,0,0,3849116,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2026-07,82.3796,82.3796,0,0,5186769,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2026-08,74.2908,74.2908,0,0,5839880,defillama-protocol (token units)
money_market,Curve LlamaLend,curve-llamalend,2026-09,66.8631,66.8631,0,0,5435909,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2024-09,0,0,0,0,0,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2024-10,0,0,0,0,0,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2024-11,0,0,0,0,0,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2024-12,0,0,0,0,0,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-01,0,0,0,0,0,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-02,0,0,0,0,0,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-03,0,0,0,0,0,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-04,0,0,0,0,0,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-05,0,0,0,0,0,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-06,24.8236,24.8236,0,1.617,2657652,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-07,15.3294,15.3294,0,4.5768,1769095,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-08,17.7428,17.7428,0,4.2796,1921790,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-09,35.4581,35.4581,0,3.1897,4043344,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-10,45.5329,45.5329,0,0.8767,4979558,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-11,44.1931,44.1931,0,0.5351,3938438,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2025-12,53.323,53.323,0,0.9341,4665792,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2026-01,43.5282,43.5282,0,0.4015,3439898,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2026-02,45.0887,45.0887,0,0.5044,3013246,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2026-03,41.5627,41.5627,0,0.6287,2827919,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2026-04,37.5274,37.5274,0,0.7387,2872165,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2026-05,37.8804,37.8804,0,0.6434,2788524,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2026-06,38.7536,38.7536,0,0.618,2267101,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2026-07,35.1662,35.1662,0,0.6708,2213757,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2026-08,35.3015,35.3015,0,0.7212,2760071,defillama-protocol (token units)
money_market,Hydration Lending,hydration-lending,2026-09,35.4224,35.4224,0,1.1264,2878459,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2024-09,125.1345,125.1345,0,0,7952984,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2024-10,75.9412,75.9412,0,0,5337510,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2024-11,60.7457,60.7457,0,0,5853257,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2024-12,59.1892,59.1892,0,0,5515303,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-01,51.4149,51.4149,0,0,5252165,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-02,38.7712,38.7712,0,0,3251967,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-03,77.325,77.325,0,0,6364280,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-04,65.4547,65.4547,0,0,6165254,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-05,31.3615,31.3615,0,0,3283932,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-06,27.6906,27.6906,0,0,2967830,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-07,29.8827,29.8827,0,0,3453212,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-08,28.8365,28.8365,0,0,3123387,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-09,24.3168,24.3168,0,0,2779854,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-10,24.3051,24.3051,0,0,2664326,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-11,23.8509,23.8509,0,0,2127004,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2025-12,23.5601,23.5601,0,0,2060367,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2026-01,23.8533,23.8533,0,0,1868164,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2026-02,34.191,34.191,0,0,2269119,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2026-03,34.1971,34.1971,0,0,2326582,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2026-04,34.239,34.239,0,0,2610835,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2026-05,34.2722,34.2722,0,0,2521908,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2026-06,33.4221,33.4221,0,0,1936717,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2026-07,33.4169,33.4169,0,0,2103988,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2026-08,35.2684,35.2684,0,0,2770146,defillama-protocol (token units)
money_market,Fraxlend,fraxlend,2026-09,35.2684,35.2684,0,0,2867263,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2024-09,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2024-10,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2024-11,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2024-12,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-01,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-02,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-03,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-04,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-05,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-06,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-07,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-08,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-09,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-10,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-11,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2025-12,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2026-01,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2026-02,0,0,0,0,0,defillama-protocol (token units)
money_market,Morpho Midnight,morpho-midnight,2026-03,0,0,0,0,0,defillama-protocol (token units)
