segment,protocol,slug,month,btc_counted,usd_counted
money_market,Lista Lending,lista-lending,2026-08,3246.4015,254689750
money_market,Lista Lending,lista-lending,2026-09,3075.5657,249238620
money_market,Loopscale,loopscale,2024-09,0.0,0
money_market,Loopscale,loopscale,2024-10,0.0,0
money_market,Loopscale,loopscale,2024-11,0.0,0
money_market,Loopscale,loopscale,2024-12,0.0,0
money_market,Loopscale,loopscale,2025-01,0.0,0
money_market,Loopscale,loopscale,2025-02,0.0,0
money_market,Loopscale,loopscale,2025-03,0.0,0
money_market,Loopscale,loopscale,2025-04,0.0,0
money_market,Loopscale,loopscale,2025-05,0.0,0
money_market,Loopscale,loopscale,2025-06,0.0,0
money_market,Loopscale,loopscale,2025-07,15.9372,1843377
money_market,Loopscale,loopscale,2025-08,25.6244,2777291
money_market,Loopscale,loopscale,2025-09,26.6239,3031238
money_market,Loopscale,loopscale,2025-10,13.1891,1448572
money_market,Loopscale,loopscale,2025-11,9.3911,840929
money_market,Loopscale,loopscale,2025-12,12.4848,1100314
money_market,Loopscale,loopscale,2026-01,12.7411,1002418
money_market,Loopscale,loopscale,2026-02,11.9686,805917
money_market,Loopscale,loopscale,2026-03,13.6681,934394
money_market,Loopscale,loopscale,2026-04,11.1659,855283
money_market,Loopscale,loopscale,2026-05,11.3763,840151
money_market,Loopscale,loopscale,2026-06,0.0,0
money_market,Loopscale,loopscale,2026-07,12.0119,757124
money_market,Loopscale,loopscale,2026-08,10.4449,822945
money_market,Loopscale,loopscale,2026-09,9.8543,801902
money_market,marginfi Lending,marginfi-lending,2024-09,46.2239,2945795
money_market,marginfi Lending,marginfi-lending,2024-10,44.6474,3150085
money_market,marginfi Lending,marginfi-lending,2024-11,35.8865,3463334
money_market,marginfi Lending,marginfi-lending,2024-12,37.6002,3510470
money_market,marginfi Lending,marginfi-lending,2025-01,47.3325,4847037
money_market,marginfi Lending,marginfi-lending,2025-02,38.4907,3246685
money_market,marginfi Lending,marginfi-lending,2025-03,33.4916,2766836
money_market,marginfi Lending,marginfi-lending,2025-04,35.6043,3353759
money_market,marginfi Lending,marginfi-lending,2025-05,32.1819,3368223
money_market,marginfi Lending,marginfi-lending,2025-06,34.238,3673877
money_market,marginfi Lending,marginfi-lending,2025-07,34.2995,3967553
money_market,marginfi Lending,marginfi-lending,2025-08,28.3402,3069858
money_market,marginfi Lending,marginfi-lending,2025-09,34.3503,3914758
money_market,marginfi Lending,marginfi-lending,2025-10,52.921,5797781
money_market,marginfi Lending,marginfi-lending,2025-11,50.8183,4587828
money_market,marginfi Lending,marginfi-lending,2025-12,48.4083,4229508
money_market,marginfi Lending,marginfi-lending,2026-01,43.6275,3424346
money_market,marginfi Lending,marginfi-lending,2026-02,36.1622,2415210
money_market,marginfi Lending,marginfi-lending,2026-03,40.7492,2774221
money_market,marginfi Lending,marginfi-lending,2026-04,32.6924,2490705
money_market,marginfi Lending,marginfi-lending,2026-05,33.6271,2470032
money_market,marginfi Lending,marginfi-lending,2026-06,28.6438,1674311
money_market,marginfi Lending,marginfi-lending,2026-07,0.0,0
money_market,marginfi Lending,marginfi-lending,2026-08,0.0,0
money_market,marginfi Lending,marginfi-lending,2026-09,27.0675,2198982
money_market,Mendi Finance,mendi-finance,2024-09,98.4226,6254458
money_market,Mendi Finance,mendi-finance,2024-10,90.4645,6354949
money_market,Mendi Finance,mendi-finance,2024-11,68.7224,6619407
money_market,Mendi Finance,mendi-finance,2024-12,44.3452,4134832
money_market,Mendi Finance,mendi-finance,2025-01,37.2155,3812726
money_market,Mendi Finance,mendi-finance,2025-02,32.814,2752763
money_market,Mendi Finance,mendi-finance,2025-03,28.3938,2339053
money_market,Mendi Finance,mendi-finance,2025-04,20.8347,1963566
money_market,Mendi Finance,mendi-finance,2025-05,18.1118,1896575
money_market,Mendi Finance,mendi-finance,2025-06,9.8816,1059714
money_market,Mendi Finance,mendi-finance,2025-07,9.4127,1089859
money_market,Mendi Finance,mendi-finance,2025-08,8.6322,934639
money_market,Mendi Finance,mendi-finance,2025-09,5.7903,661078
money_market,Mendi Finance,mendi-finance,2025-10,5.4937,601523
money_market,Mendi Finance,mendi-finance,2025-11,5.2192,475833
money_market,Mendi Finance,mendi-finance,2025-12,5.1724,452471
money_market,Mendi Finance,mendi-finance,2026-01,5.0123,394622
money_market,Mendi Finance,mendi-finance,2026-02,5.1508,343127
money_market,Mendi Finance,mendi-finance,2026-03,1.8857,128773
money_market,Mendi Finance,mendi-finance,2026-04,0.5563,42330
money_market,Mendi Finance,mendi-finance,2026-05,0.3784,27776
money_market,Mendi Finance,mendi-finance,2026-06,0.1517,8875
money_market,Mendi Finance,mendi-finance,2026-07,0.1253,7893
money_market,Mendi Finance,mendi-finance,2026-08,0.125,9843
money_market,Mendi Finance,mendi-finance,2026-09,0.1229,9984
money_market,MetalX Lending,metalx-lending,2024-09,0.0,0
money_market,MetalX Lending,metalx-lending,2024-10,0.0,0
money_market,MetalX Lending,metalx-lending,2024-11,0.0,0
money_market,MetalX Lending,metalx-lending,2024-12,0.0,0
money_market,MetalX Lending,metalx-lending,2025-01,0.0,0
money_market,MetalX Lending,metalx-lending,2025-02,0.0,0
money_market,MetalX Lending,metalx-lending,2025-03,0.0,0
money_market,MetalX Lending,metalx-lending,2025-04,0.0,0
money_market,MetalX Lending,metalx-lending,2025-05,0.0,0
money_market,MetalX Lending,metalx-lending,2025-06,0.0,0
money_market,MetalX Lending,metalx-lending,2025-07,0.0,0
money_market,MetalX Lending,metalx-lending,2025-08,0.0,0
money_market,MetalX Lending,metalx-lending,2025-09,45.3275,5174366
money_market,MetalX Lending,metalx-lending,2025-10,48.8447,5343831
money_market,MetalX Lending,metalx-lending,2025-11,52.2434,4652910
money_market,MetalX Lending,metalx-lending,2025-12,54.8017,4802339
money_market,MetalX Lending,metalx-lending,2026-01,54.6571,4301364
money_market,MetalX Lending,metalx-lending,2026-02,58.9561,3934076
money_market,MetalX Lending,metalx-lending,2026-03,58.4795,3987813
money_market,MetalX Lending,metalx-lending,2026-04,57.8541,4421365
money_market,MetalX Lending,metalx-lending,2026-05,60.1452,4428591
money_market,MetalX Lending,metalx-lending,2026-06,56.0066,3250945
money_market,MetalX Lending,metalx-lending,2026-07,57.0068,3585242
money_market,MetalX Lending,metalx-lending,2026-08,57.2801,4503522
money_market,MetalX Lending,metalx-lending,2026-09,56.7607,4610973
money_market,Moonwell Lending,moonwell-lending,2024-09,349.5295,22246466
money_market,Moonwell Lending,moonwell-lending,2024-10,388.9373,27298757
money_market,Moonwell Lending,moonwell-lending,2024-11,588.5874,56774784
money_market,Moonwell Lending,moonwell-lending,2024-12,451.6621,42257490
money_market,Moonwell Lending,moonwell-lending,2025-01,441.6027,45165377
money_market,Moonwell Lending,moonwell-lending,2025-02,486.8251,41115245
money_market,Moonwell Lending,moonwell-lending,2025-03,484.3087,39992706
money_market,Moonwell Lending,moonwell-lending,2025-04,518.3016,48831260
money_market,Moonwell Lending,moonwell-lending,2025-05,593.4054,61915121
money_market,Moonwell Lending,moonwell-lending,2025-06,609.7489,65482486
money_market,Moonwell Lending,moonwell-lending,2025-07,607.3441,70308687
money_market,Moonwell Lending,moonwell-lending,2025-08,564.4138,60979701
money_market,Moonwell Lending,moonwell-lending,2025-09,517.7536,59137101
money_market,Moonwell Lending,moonwell-lending,2025-10,489.2196,53607215
money_market,Moonwell Lending,moonwell-lending,2025-11,298.3088,26744998
money_market,Moonwell Lending,moonwell-lending,2025-12,271.2134,23733961
money_market,Moonwell Lending,moonwell-lending,2026-01,253.7463,19977985
money_market,Moonwell Lending,moonwell-lending,2026-02,139.7082,9349715
money_market,Moonwell Lending,moonwell-lending,2026-03,103.4889,7056650
money_market,Moonwell Lending,moonwell-lending,2026-04,103.5674,7929326
money_market,Moonwell Lending,moonwell-lending,2026-05,125.8995,9279034
money_market,Moonwell Lending,moonwell-lending,2026-06,178.2544,10432666
money_market,Moonwell Lending,moonwell-lending,2026-07,163.8336,10318301
money_market,Moonwell Lending,moonwell-lending,2026-08,54.3276,4282340
money_market,Moonwell Lending,moonwell-lending,2026-09,20.0756,1633765
money_market,Morpho Blue,morpho-blue,2024-09,2141.0868,136079421
money_market,Morpho Blue,morpho-blue,2024-10,2381.8964,167419145
money_market,Morpho Blue,morpho-blue,2024-11,2487.9964,239678903
money_market,Morpho Blue,morpho-blue,2024-12,4098.1432,382441299
money_market,Morpho Blue,morpho-blue,2025-01,4656.8396,478486405
money_market,Morpho Blue,morpho-blue,2025-02,6027.6745,508462357
money_market,Morpho Blue,morpho-blue,2025-03,7110.7713,587134458
money_market,Morpho Blue,morpho-blue,2025-04,8406.5825,791036945
money_market,Morpho Blue,morpho-blue,2025-05,12880.0049,1344151467
money_market,Morpho Blue,morpho-blue,2025-06,15665.4944,1677771793
money_market,Morpho Blue,morpho-blue,2025-07,19221.8093,2222951730
money_market,Morpho Blue,morpho-blue,2025-08,24088.7889,2607537876
money_market,Morpho Blue,morpho-blue,2025-09,26194.5463,3000002079
money_market,Morpho Blue,morpho-blue,2025-10,31663.6383,3464034235
money_market,Morpho Blue,morpho-blue,2025-11,35302.4564,3161581482
money_market,Morpho Blue,morpho-blue,2025-12,37117.0498,3246885643
money_market,Morpho Blue,morpho-blue,2026-01,40446.6763,3183840968
money_market,Morpho Blue,morpho-blue,2026-02,43414.5921,2905180987
money_market,Morpho Blue,morpho-blue,2026-03,43550.2327,2966397781
money_market,Morpho Blue,morpho-blue,2026-04,45229.4248,3454655118
money_market,Morpho Blue,morpho-blue,2026-05,47800.4372,3520131648
money_market,Morpho Blue,morpho-blue,2026-06,50803.7683,3023709160
money_market,Morpho Blue,morpho-blue,2026-07,52655.507,3312553935
money_market,Morpho Blue,morpho-blue,2026-08,54826.9458,4310523189
money_market,Morpho Blue,morpho-blue,2026-09,55654.4851,4520422744
money_market,Morpho Midnight,morpho-midnight,2024-09,0.0,0
money_market,Morpho Midnight,morpho-midnight,2024-10,0.0,0
money_market,Morpho Midnight,morpho-midnight,2024-11,0.0,0
money_market,Morpho Midnight,morpho-midnight,2024-12,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-01,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-02,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-03,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-04,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-05,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-06,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-07,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-08,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-09,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-10,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-11,0.0,0
money_market,Morpho Midnight,morpho-midnight,2025-12,0.0,0
money_market,Morpho Midnight,morpho-midnight,2026-01,0.0,0
money_market,Morpho Midnight,morpho-midnight,2026-02,0.0,0
money_market,Morpho Midnight,morpho-midnight,2026-03,0.0,0
money_market,Morpho Midnight,morpho-midnight,2026-04,0.0,0
money_market,Morpho Midnight,morpho-midnight,2026-05,0.0,0
money_market,Morpho Midnight,morpho-midnight,2026-06,0.0,0
money_market,Morpho Midnight,morpho-midnight,2026-07,7.333,460979
money_market,Morpho Midnight,morpho-midnight,2026-08,30.4724,2395838
money_market,Morpho Midnight,morpho-midnight,2026-09,34.6797,2816126
money_market,NAVI Lending,navi-lending,2024-09,1.0366,66061
money_market,NAVI Lending,navi-lending,2024-10,3.1827,224492
money_market,NAVI Lending,navi-lending,2024-11,3.476,322764
money_market,NAVI Lending,navi-lending,2024-12,4.5628,422657
money_market,NAVI Lending,navi-lending,2025-01,7.6978,776708
money_market,NAVI Lending,navi-lending,2025-02,223.796,18722051
money_market,NAVI Lending,navi-lending,2025-03,180.6163,14862805
money_market,NAVI Lending,navi-lending,2025-04,418.1085,39271542
money_market,NAVI Lending,navi-lending,2025-05,437.6075,45522198
money_market,NAVI Lending,navi-lending,2025-06,662.4102,70777173
money_market,NAVI Lending,navi-lending,2025-07,823.512,95166906
money_market,NAVI Lending,navi-lending,2025-08,1413.3059,152763062
money_market,NAVI Lending,navi-lending,2025-09,1889.0557,215459194
money_market,NAVI Lending,navi-lending,2025-10,985.4256,107580945
money_market,NAVI Lending,navi-lending,2025-11,631.5619,57089540
money_market,NAVI Lending,navi-lending,2025-12,1225.8279,107116053
money_market,NAVI Lending,navi-lending,2026-01,1132.545,88824993
money_market,NAVI Lending,navi-lending,2026-02,1189.2059,86113883
money_market,NAVI Lending,navi-lending,2026-03,532.431,36064673
money_market,NAVI Lending,navi-lending,2026-04,818.6492,62094441
money_market,NAVI Lending,navi-lending,2026-05,817.9119,59858700
money_market,NAVI Lending,navi-lending,2026-06,829.2362,48324455
money_market,NAVI Lending,navi-lending,2026-07,811.3633,50415386
money_market,NAVI Lending,navi-lending,2026-08,801.9886,64528261
money_market,NAVI Lending,navi-lending,2026-09,808.4866,64362298
money_market,Project 0,project-0,2024-09,0.0,0
money_market,Project 0,project-0,2024-10,0.0,0
money_market,Project 0,project-0,2024-11,0.0,0
money_market,Project 0,project-0,2024-12,0.0,0
money_market,Project 0,project-0,2025-01,0.0,0
money_market,Project 0,project-0,2025-02,0.0,0
money_market,Project 0,project-0,2025-03,0.0,0
money_market,Project 0,project-0,2025-04,0.0,0
money_market,Project 0,project-0,2025-05,0.0,0
money_market,Project 0,project-0,2025-06,0.0,0
money_market,Project 0,project-0,2025-07,0.0,0
money_market,Project 0,project-0,2025-08,0.0,0
money_market,Project 0,project-0,2025-09,0.0,0
money_market,Project 0,project-0,2025-10,0.0,0
money_market,Project 0,project-0,2025-11,0.0,0
money_market,Project 0,project-0,2025-12,48.4003,4228818
money_market,Project 0,project-0,2026-01,0.0,0
money_market,Project 0,project-0,2026-02,0.0,0
money_market,Project 0,project-0,2026-03,0.0,0
money_market,Project 0,project-0,2026-04,77.4156,5900911
money_market,Project 0,project-0,2026-05,279.2046,20507022
money_market,Project 0,project-0,2026-06,31.5352,1893198
money_market,Project 0,project-0,2026-07,30.9278,1944769
money_market,Project 0,project-0,2026-08,31.0764,2443610
money_market,Project 0,project-0,2026-09,29.9396,2432275
money_market,Rhea Lend,rhea-lend,2024-09,22.8583,1452575
money_market,Rhea Lend,rhea-lend,2024-10,30.6826,2156648
money_market,Rhea Lend,rhea-lend,2024-11,24.076,2319026
money_market,Rhea Lend,rhea-lend,2024-12,24.7637,2307807
money_market,Rhea Lend,rhea-lend,2025-01,22.6414,2312479
money_market,Rhea Lend,rhea-lend,2025-02,12.5496,1057293
money_market,Rhea Lend,rhea-lend,2025-03,12.61,1037851
money_market,Rhea Lend,rhea-lend,2025-04,12.2579,1152950
money_market,Rhea Lend,rhea-lend,2025-05,10.715,1118672
money_market,Rhea Lend,rhea-lend,2025-06,9.9933,1070851
money_market,Rhea Lend,rhea-lend,2025-07,10.0061,1156124
money_market,Rhea Lend,rhea-lend,2025-08,9.8719,1069309
money_market,Rhea Lend,rhea-lend,2025-09,20.9696,2391210
money_market,Rhea Lend,rhea-lend,2025-10,17.0459,1866278
money_market,Rhea Lend,rhea-lend,2025-11,17.4627,1567665
money_market,Rhea Lend,rhea-lend,2025-12,17.2767,1503106
money_market,Rhea Lend,rhea-lend,2026-01,16.9058,1338805
money_market,Rhea Lend,rhea-lend,2026-02,20.4257,1362958
money_market,Rhea Lend,rhea-lend,2026-03,19.6478,1341439
money_market,Rhea Lend,rhea-lend,2026-04,18.0264,1369699
money_market,Rhea Lend,rhea-lend,2026-05,9.1712,676062
money_market,Rhea Lend,rhea-lend,2026-06,9.2226,541129
money_market,Rhea Lend,rhea-lend,2026-07,9.1765,577337
money_market,Rhea Lend,rhea-lend,2026-08,8.5804,670723
money_market,Rhea Lend,rhea-lend,2026-09,8.6024,699611
money_market,Save,save,2024-09,0.4483,28431
money_market,Save,save,2024-10,0.3154,22170
money_market,Save,save,2024-11,36.7901,3550086
money_market,Save,save,2024-12,30.591,2853598
money_market,Save,save,2025-01,32.1212,3298460
money_market,Save,save,2025-02,53.7977,4543664
money_market,Save,save,2025-03,60.0447,4950388
money_market,Save,save,2025-04,64.2246,6044784
money_market,Save,save,2025-05,70.6385,7385982
money_market,Save,save,2025-06,65.287,7013491
money_market,Save,save,2025-07,64.1551,7424683
money_market,Save,save,2025-08,64.2782,6950232
money_market,Save,save,2025-09,45.7014,5218153
money_market,Save,save,2025-10,43.2472,4740656
money_market,Save,save,2025-11,35.4241,3174253
money_market,Save,save,2025-12,30.776,2696241
money_market,Save,save,2026-01,25.5174,2020010
money_market,Save,save,2026-02,32.7544,2192281
money_market,Save,save,2026-03,31.1638,2121500
money_market,Save,save,2026-04,32.3209,2470873
money_market,Save,save,2026-05,32.9803,2434062
money_market,Save,save,2026-06,31.6306,1835022
money_market,Save,save,2026-07,30.7819,1935776
money_market,Save,save,2026-08,28.1969,2216933
money_market,Save,save,2026-09,28.8311,2344627
money_market,Scallop Lend,scallop-lend,2024-09,21.0494,1341479
money_market,Scallop Lend,scallop-lend,2024-10,21.007,1482356
money_market,Scallop Lend,scallop-lend,2024-11,20.3592,1964843
money_market,Scallop Lend,scallop-lend,2024-12,20.1536,1881666
money_market,Scallop Lend,scallop-lend,2025-01,20.5723,2106688
money_market,Scallop Lend,scallop-lend,2025-02,26.845,2252029
money_market,Scallop Lend,scallop-lend,2025-03,27.7634,2289443
money_market,Scallop Lend,scallop-lend,2025-04,16.6301,1567208
money_market,Scallop Lend,scallop-lend,2025-05,26.399,2763739
money_market,Scallop Lend,scallop-lend,2025-06,33.2948,3567120
money_market,Scallop Lend,scallop-lend,2025-07,31.0981,3600736
money_market,Scallop Lend,scallop-lend,2025-08,31.3612,3392267
money_market,Scallop Lend,scallop-lend,2025-09,27.7033,3159392
money_market,Scallop Lend,scallop-lend,2025-10,33.0976,3618604
money_market,Scallop Lend,scallop-lend,2025-11,30.2689,2726369
money_market,Scallop Lend,scallop-lend,2025-12,35.2702,3081198
money_market,Scallop Lend,scallop-lend,2026-01,32.879,2579224
money_market,Scallop Lend,scallop-lend,2026-02,22.9136,1529589
money_market,Scallop Lend,scallop-lend,2026-03,28.0249,1909936
money_market,Scallop Lend,scallop-lend,2026-04,27.1751,2074940
money_market,Scallop Lend,scallop-lend,2026-05,28.3919,2089958
money_market,Scallop Lend,scallop-lend,2026-06,24.2595,1414761
money_market,Scallop Lend,scallop-lend,2026-07,16.9397,1067008
money_market,Scallop Lend,scallop-lend,2026-08,12.876,1013554
money_market,Scallop Lend,scallop-lend,2026-09,13.7176,1114717
money_market,Silo V2,silo-v2,2024-09,0.0,0
money_market,Silo V2,silo-v2,2024-10,0.0,0
money_market,Silo V2,silo-v2,2024-11,0.0,0
money_market,Silo V2,silo-v2,2024-12,0.0,0
money_market,Silo V2,silo-v2,2025-01,1.084,110906
money_market,Silo V2,silo-v2,2025-02,2.6122,218599
money_market,Silo V2,silo-v2,2025-03,57.9964,4772536
money_market,Silo V2,silo-v2,2025-04,3.0426,285686
money_market,Silo V2,silo-v2,2025-05,7.4798,776974
money_market,Silo V2,silo-v2,2025-06,21.3926,2294592
money_market,Silo V2,silo-v2,2025-07,41.5116,4798432
money_market,Silo V2,silo-v2,2025-08,45.8385,4933792
money_market,Silo V2,silo-v2,2025-09,49.6282,5664145
money_market,Silo V2,silo-v2,2025-10,114.0199,12477754
money_market,Silo V2,silo-v2,2025-11,11.9563,1078478
money_market,Silo V2,silo-v2,2025-12,11.8159,1070306
money_market,Silo V2,silo-v2,2026-01,1.9124,156883
money_market,Silo V2,silo-v2,2026-02,4.8879,340293
money_market,Silo V2,silo-v2,2026-03,0.8344,59642
money_market,Silo V2,silo-v2,2026-04,1.9028,152766
money_market,Silo V2,silo-v2,2026-05,0.1985,15472
money_market,Silo V2,silo-v2,2026-06,0.2473,15370
money_market,Silo V2,silo-v2,2026-07,0.4303,28836
money_market,Silo V2,silo-v2,2026-08,0.7938,66558
money_market,Silo V2,silo-v2,2026-09,0.6343,55039
money_market,SparkLend,sparklend,2024-09,2358.5047,149050420
money_market,SparkLend,sparklend,2024-10,2212.4239,155241343
money_market,SparkLend,sparklend,2024-11,3207.4176,308887487
money_market,SparkLend,sparklend,2024-12,4436.0319,413864843
money_market,SparkLend,sparklend,2025-01,3311.3266,338443078
money_market,SparkLend,sparklend,2025-02,3141.1747,264969438
money_market,SparkLend,sparklend,2025-03,2353.7714,193953730
money_market,SparkLend,sparklend,2025-04,3694.0603,347826821
money_market,SparkLend,sparklend,2025-05,4252.1593,445251169
money_market,SparkLend,sparklend,2025-06,3004.1827,321915642
money_market,SparkLend,sparklend,2025-07,4685.5123,542140910
money_market,SparkLend,sparklend,2025-08,4117.0825,445263884
money_market,SparkLend,sparklend,2025-09,5517.2338,630099413
money_market,SparkLend,sparklend,2025-10,9226.5878,1009559773
money_market,SparkLend,sparklend,2025-11,1670.5341,150447778
money_market,SparkLend,sparklend,2025-12,2194.4971,192153247
money_market,SparkLend,sparklend,2026-01,2885.9161,228547196
money_market,SparkLend,sparklend,2026-02,731.1411,48961471
money_market,SparkLend,sparklend,2026-03,704.5393,48007665
money_market,SparkLend,sparklend,2026-04,4177.7497,318982461
money_market,SparkLend,sparklend,2026-05,6618.4486,487741887
money_market,SparkLend,sparklend,2026-06,5432.989,317393628
money_market,SparkLend,sparklend,2026-07,5250.0694,331213091
money_market,SparkLend,sparklend,2026-08,4724.1352,372185937
money_market,SparkLend,sparklend,2026-09,7562.9469,614433336
money_market,Suilend,suilend,2024-09,0.0,0
money_market,Suilend,suilend,2024-10,0.0,0
money_market,Suilend,suilend,2024-11,0.0,0
money_market,Suilend,suilend,2024-12,0.0,0
money_market,Suilend,suilend,2025-01,0.0,0
money_market,Suilend,suilend,2025-02,124.9524,10515792
money_market,Suilend,suilend,2025-03,200.6292,16564471
money_market,Suilend,suilend,2025-04,508.2623,47926309
money_market,Suilend,suilend,2025-05,506.9526,52769402
money_market,Suilend,suilend,2025-06,556.4442,59583111
money_market,Suilend,suilend,2025-07,580.7596,67243558
money_market,Suilend,suilend,2025-08,809.0287,87443662
money_market,Suilend,suilend,2025-09,650.0701,74193715
money_market,Suilend,suilend,2025-10,637.2221,69711263
money_market,Suilend,suilend,2025-11,354.1402,31955166
money_market,Suilend,suilend,2025-12,290.8221,25463847
money_market,Suilend,suilend,2026-01,231.1065,18191843
money_market,Suilend,suilend,2026-02,168.7688,11272532
money_market,Suilend,suilend,2026-03,218.9097,14912095
money_market,Suilend,suilend,2026-04,180.5449,13805855
money_market,Suilend,suilend,2026-05,117.328,8640673
money_market,Suilend,suilend,2026-06,128.0767,7471460
money_market,Suilend,suilend,2026-07,135.1237,8522683
money_market,Suilend,suilend,2026-08,122.82,9674435
money_market,Suilend,suilend,2026-09,122.7551,9972532
money_market,Sumer.money,sumer.money,2024-09,32.0949,2044427
money_market,Sumer.money,sumer.money,2024-10,1.0781,75804
money_market,Sumer.money,sumer.money,2024-11,0.8941,86228
money_market,Sumer.money,sumer.money,2024-12,129.9561,12118153
money_market,Sumer.money,sumer.money,2025-01,1181.05,121015098
money_market,Sumer.money,sumer.money,2025-02,1181.0709,99336553
money_market,Sumer.money,sumer.money,2025-03,1100.2398,90505740
money_market,Sumer.money,sumer.money,2025-04,1100.3666,103603869
money_market,Sumer.money,sumer.money,2025-05,945.531,99024333
money_market,Sumer.money,sumer.money,2025-06,0.4521,48383
money_market,Sumer.money,sumer.money,2025-07,0.3185,36870
money_market,Sumer.money,sumer.money,2025-08,0.3305,35754
money_market,Sumer.money,sumer.money,2025-09,1.0622,120962
money_market,Sumer.money,sumer.money,2025-10,0.7942,86956
money_market,Sumer.money,sumer.money,2025-11,1.0459,93430
money_market,Sumer.money,sumer.money,2025-12,2.2845,199968
money_market,Sumer.money,sumer.money,2026-01,0.3235,25542
money_market,Sumer.money,sumer.money,2026-02,0.7275,48655
money_market,Sumer.money,sumer.money,2026-03,0.6581,44707
money_market,Sumer.money,sumer.money,2026-04,0.6691,51144
money_market,Sumer.money,sumer.money,2026-05,0.6976,51358
money_market,Sumer.money,sumer.money,2026-06,0.1208,7094
money_market,Sumer.money,sumer.money,2026-07,0.1498,9434
money_market,Sumer.money,sumer.money,2026-08,0.1485,11676
money_market,Sumer.money,sumer.money,2026-09,0.146,11842
money_market,Surge Credit,surge-credit,2024-09,0.0,0
money_market,Surge Credit,surge-credit,2024-10,0.0,0
money_market,Surge Credit,surge-credit,2024-11,0.0,0
money_market,Surge Credit,surge-credit,2024-12,0.0,0
money_market,Surge Credit,surge-credit,2025-01,0.0,0
money_market,Surge Credit,surge-credit,2025-02,0.0,0
money_market,Surge Credit,surge-credit,2025-03,0.0,0
money_market,Surge Credit,surge-credit,2025-04,0.0,0
money_market,Surge Credit,surge-credit,2025-05,0.0,0
money_market,Surge Credit,surge-credit,2025-06,0.0,0
money_market,Surge Credit,surge-credit,2025-07,0.0,0
money_market,Surge Credit,surge-credit,2025-08,0.0,0
money_market,Surge Credit,surge-credit,2025-09,0.0,0
money_market,Surge Credit,surge-credit,2025-10,0.0,0
money_market,Surge Credit,surge-credit,2025-11,0.0,0
money_market,Surge Credit,surge-credit,2025-12,0.0,0
money_market,Surge Credit,surge-credit,2026-01,0.0,0
money_market,Surge Credit,surge-credit,2026-02,0.0,0
money_market,Surge Credit,surge-credit,2026-03,0.0,0
money_market,Surge Credit,surge-credit,2026-04,0.0,0
money_market,Surge Credit,surge-credit,2026-05,0.0,0
money_market,Surge Credit,surge-credit,2026-06,0.0,0
money_market,Surge Credit,surge-credit,2026-07,11.552,726524
money_market,Surge Credit,surge-credit,2026-08,14.9254,1175121
money_market,Surge Credit,surge-credit,2026-09,15.8796,1289229
money_market,Takara Lend,takara-lend,2024-09,0.0,0
money_market,Takara Lend,takara-lend,2024-10,0.0,0
money_market,Takara Lend,takara-lend,2024-11,0.0,0
money_market,Takara Lend,takara-lend,2024-12,0.0,0
money_market,Takara Lend,takara-lend,2025-01,0.0,0
money_market,Takara Lend,takara-lend,2025-02,0.0,0
money_market,Takara Lend,takara-lend,2025-03,100.0,8168002
money_market,Takara Lend,takara-lend,2025-04,250.0043,23457154
money_market,Takara Lend,takara-lend,2025-05,250.0029,25771801
money_market,Takara Lend,takara-lend,2025-06,299.9963,31321966
money_market,Takara Lend,takara-lend,2025-07,399.9933,47407002
money_market,Takara Lend,takara-lend,2025-08,719.9002,78264161
money_market,Takara Lend,takara-lend,2025-09,719.9022,82125946
money_market,Takara Lend,takara-lend,2025-10,689.9031,75117489
money_market,Takara Lend,takara-lend,2025-11,689.9148,61649736
money_market,Takara Lend,takara-lend,2025-12,439.9046,38186492
money_market,Takara Lend,takara-lend,2026-01,689.7899,57482359
money_market,Takara Lend,takara-lend,2026-02,692.9498,46409106
money_market,Takara Lend,takara-lend,2026-03,646.781,44165106
money_market,Takara Lend,takara-lend,2026-04,578.7352,44184446
money_market,Takara Lend,takara-lend,2026-05,559.6572,41232402
money_market,Takara Lend,takara-lend,2026-06,558.5272,32743496
money_market,Takara Lend,takara-lend,2026-07,545.0307,34275830
money_market,Takara Lend,takara-lend,2026-08,544.2647,42769023
money_market,Takara Lend,takara-lend,2026-09,544.5816,44208047
money_market,Tectonic,tectonic,2024-09,276.9979,17488541
money_market,Tectonic,tectonic,2024-10,272.6219,18998474
money_market,Tectonic,tectonic,2024-11,303.7179,29224041
money_market,Tectonic,tectonic,2024-12,279.0638,26235345
money_market,Tectonic,tectonic,2025-01,259.0547,26383946
money_market,Tectonic,tectonic,2025-02,234.4378,19832032
money_market,Tectonic,tectonic,2025-03,223.8513,18424750
money_market,Tectonic,tectonic,2025-04,219.8665,20790794
money_market,Tectonic,tectonic,2025-05,198.398,20919282
