segment,protocol,slug,month,btc_counted,usd_counted
money_market,Tectonic,tectonic,2025-06,196.8864,21075704
money_market,Tectonic,tectonic,2025-07,195.2727,22593055
money_market,Tectonic,tectonic,2025-08,190.5944,20652617
money_market,Tectonic,tectonic,2025-09,189.4121,21648853
money_market,Tectonic,tectonic,2025-10,179.798,19781133
money_market,Tectonic,tectonic,2025-11,162.9066,14609255
money_market,Tectonic,tectonic,2025-12,162.3357,14169444
money_market,Tectonic,tectonic,2026-01,156.3172,12339368
money_market,Tectonic,tectonic,2026-02,112.2189,7547413
money_market,Tectonic,tectonic,2026-03,111.9037,7600283
money_market,Tectonic,tectonic,2026-04,113.0781,8574063
money_market,Tectonic,tectonic,2026-05,105.0202,7769001
money_market,Tectonic,tectonic,2026-06,99.783,5818773
money_market,Tectonic,tectonic,2026-07,97.3723,6095305
money_market,Tectonic,tectonic,2026-08,97.8043,7699912
money_market,Tectonic,tectonic,2026-09,93.0353,7560630
money_market,Templar,templar-protocol,2024-09,0.0,0
money_market,Templar,templar-protocol,2024-10,0.0,0
money_market,Templar,templar-protocol,2024-11,0.0,0
money_market,Templar,templar-protocol,2024-12,0.0,0
money_market,Templar,templar-protocol,2025-01,0.0,0
money_market,Templar,templar-protocol,2025-02,0.0,0
money_market,Templar,templar-protocol,2025-03,0.0,0
money_market,Templar,templar-protocol,2025-04,0.0,0
money_market,Templar,templar-protocol,2025-05,0.0,0
money_market,Templar,templar-protocol,2025-06,0.0,0
money_market,Templar,templar-protocol,2025-07,0.0,0
money_market,Templar,templar-protocol,2025-08,0.0031,337
money_market,Templar,templar-protocol,2025-09,4.5333,518146
money_market,Templar,templar-protocol,2025-10,30.4018,3325489
money_market,Templar,templar-protocol,2025-11,66.4273,5915296
money_market,Templar,templar-protocol,2025-12,66.4275,5816084
money_market,Templar,templar-protocol,2026-01,67.4274,5334088
money_market,Templar,templar-protocol,2026-02,134.4236,8957089
money_market,Templar,templar-protocol,2026-03,167.4757,11407226
money_market,Templar,templar-protocol,2026-04,160.4957,12259080
money_market,Templar,templar-protocol,2026-05,182.1404,13409988
money_market,Templar,templar-protocol,2026-06,230.0919,13466108
money_market,Templar,templar-protocol,2026-07,218.7415,13835943
money_market,Templar,templar-protocol,2026-08,181.1456,14233545
money_market,Templar,templar-protocol,2026-09,201.1456,16355051
money_market,TermFinance Lend,termfinance-lend,2024-09,59.2894,3746915
money_market,TermFinance Lend,termfinance-lend,2024-10,109.546,7687964
money_market,TermFinance Lend,termfinance-lend,2024-11,200.7563,19350441
money_market,TermFinance Lend,termfinance-lend,2024-12,199.9297,18668366
money_market,TermFinance Lend,termfinance-lend,2025-01,257.3351,26374806
money_market,TermFinance Lend,termfinance-lend,2025-02,115.9954,9766472
money_market,TermFinance Lend,termfinance-lend,2025-03,33.9345,2798159
money_market,TermFinance Lend,termfinance-lend,2025-04,33.9341,3195707
money_market,TermFinance Lend,termfinance-lend,2025-05,33.9628,3545340
money_market,TermFinance Lend,termfinance-lend,2025-06,37.6349,4038233
money_market,TermFinance Lend,termfinance-lend,2025-07,35.9399,4159402
money_market,TermFinance Lend,termfinance-lend,2025-08,46.0237,4980488
money_market,TermFinance Lend,termfinance-lend,2025-09,110.4237,12576217
money_market,TermFinance Lend,termfinance-lend,2025-10,51.3924,5626709
money_market,TermFinance Lend,termfinance-lend,2025-11,26.1213,2365311
money_market,TermFinance Lend,termfinance-lend,2025-12,31.8053,2786267
money_market,TermFinance Lend,termfinance-lend,2026-01,0.6321,50044
money_market,TermFinance Lend,termfinance-lend,2026-02,0.6522,43570
money_market,TermFinance Lend,termfinance-lend,2026-03,0.6522,44396
money_market,TermFinance Lend,termfinance-lend,2026-04,0.6433,49179
money_market,TermFinance Lend,termfinance-lend,2026-05,0.1758,12946
money_market,TermFinance Lend,termfinance-lend,2026-06,0.1758,10197
money_market,TermFinance Lend,termfinance-lend,2026-07,0.34,21374
money_market,TermFinance Lend,termfinance-lend,2026-08,1.2601,99077
money_market,TermFinance Lend,termfinance-lend,2026-09,1.0,81323
money_market,TermMax,termmax,2024-09,4.1786,265539
money_market,TermMax,termmax,2024-10,4.3424,305221
money_market,TermMax,termmax,2024-11,1.8866,181719
money_market,TermMax,termmax,2024-12,1.3816,128751
money_market,TermMax,termmax,2025-01,1.3816,141555
money_market,TermMax,termmax,2025-02,0.3385,28515
money_market,TermMax,termmax,2025-03,0.3383,28110
money_market,TermMax,termmax,2025-04,1.0663,100344
money_market,TermMax,termmax,2025-05,0.1698,17780
money_market,TermMax,termmax,2025-06,0.7383,79061
money_market,TermMax,termmax,2025-07,0.569,66127
money_market,TermMax,termmax,2025-08,0.0004,43
money_market,TermMax,termmax,2025-09,0.0004,45
money_market,TermMax,termmax,2025-10,15.0142,1645426
money_market,TermMax,termmax,2025-11,15.0143,1336761
money_market,TermMax,termmax,2025-12,15.0143,1314108
money_market,TermMax,termmax,2026-01,15.0147,1175545
money_market,TermMax,termmax,2026-02,71.4305,4758230
money_market,TermMax,termmax,2026-03,90.6404,6184504
money_market,TermMax,termmax,2026-04,57.1151,4357087
money_market,TermMax,termmax,2026-05,2.0334,149665
money_market,TermMax,termmax,2026-06,0.0005,26
money_market,TermMax,termmax,2026-07,0.0046,292
money_market,TermMax,termmax,2026-08,0.0005,35
money_market,TermMax,termmax,2026-09,0.0005,36
money_market,TownSquare Lending,townsquare-lending,2024-09,0.0,0
money_market,TownSquare Lending,townsquare-lending,2024-10,0.0,0
money_market,TownSquare Lending,townsquare-lending,2024-11,0.0,0
money_market,TownSquare Lending,townsquare-lending,2024-12,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-01,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-02,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-03,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-04,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-05,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-06,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-07,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-08,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-09,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-10,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-11,0.0,0
money_market,TownSquare Lending,townsquare-lending,2025-12,0.0,0
money_market,TownSquare Lending,townsquare-lending,2026-01,0.0,0
money_market,TownSquare Lending,townsquare-lending,2026-02,0.0,0
money_market,TownSquare Lending,townsquare-lending,2026-03,0.0,0
money_market,TownSquare Lending,townsquare-lending,2026-04,0.0146,1111
money_market,TownSquare Lending,townsquare-lending,2026-05,568.9357,41915988
money_market,TownSquare Lending,townsquare-lending,2026-06,951.9509,55807847
money_market,TownSquare Lending,townsquare-lending,2026-07,953.0547,59935598
money_market,TownSquare Lending,townsquare-lending,2026-08,951.5469,74773782
money_market,TownSquare Lending,townsquare-lending,2026-09,951.6574,77253644
money_market,Tydro,tydro,2024-09,0.0,0
money_market,Tydro,tydro,2024-10,0.0,0
money_market,Tydro,tydro,2024-11,0.0,0
money_market,Tydro,tydro,2024-12,0.0,0
money_market,Tydro,tydro,2025-01,0.0,0
money_market,Tydro,tydro,2025-02,0.0,0
money_market,Tydro,tydro,2025-03,0.0,0
money_market,Tydro,tydro,2025-04,0.0,0
money_market,Tydro,tydro,2025-05,0.0,0
money_market,Tydro,tydro,2025-06,0.0,0
money_market,Tydro,tydro,2025-07,0.0,0
money_market,Tydro,tydro,2025-08,0.0,0
money_market,Tydro,tydro,2025-09,0.0,0
money_market,Tydro,tydro,2025-10,614.1488,67337876
money_market,Tydro,tydro,2025-11,1000.8321,90590293
money_market,Tydro,tydro,2025-12,1450.3329,126874739
money_market,Tydro,tydro,2026-01,2221.6166,175127676
money_market,Tydro,tydro,2026-02,1973.7442,132847293
money_market,Tydro,tydro,2026-03,2127.0535,144818747
money_market,Tydro,tydro,2026-04,1548.1496,118502363
money_market,Tydro,tydro,2026-05,1692.8496,124280519
money_market,Tydro,tydro,2026-06,306.078,17893651
money_market,Tydro,tydro,2026-07,284.8585,17935177
money_market,Tydro,tydro,2026-08,629.4795,49547173
money_market,Tydro,tydro,2026-09,1150.2154,93499182
money_market,Venus Core Pool,venus-core-pool,2024-09,9948.2209,633813324
money_market,Venus Core Pool,venus-core-pool,2024-10,8642.409,607353674
money_market,Venus Core Pool,venus-core-pool,2024-11,8300.1586,801750391
money_market,Venus Core Pool,venus-core-pool,2024-12,9813.1432,916340336
money_market,Venus Core Pool,venus-core-pool,2025-01,8039.7104,821208948
money_market,Venus Core Pool,venus-core-pool,2025-02,8736.4498,737585003
money_market,Venus Core Pool,venus-core-pool,2025-03,8575.3428,707038956
money_market,Venus Core Pool,venus-core-pool,2025-04,7781.1626,733703221
money_market,Venus Core Pool,venus-core-pool,2025-05,7483.9704,783592992
money_market,Venus Core Pool,venus-core-pool,2025-06,8242.7046,882809208
money_market,Venus Core Pool,venus-core-pool,2025-07,8542.1521,992088710
money_market,Venus Core Pool,venus-core-pool,2025-08,8251.7384,894613233
money_market,Venus Core Pool,venus-core-pool,2025-09,8074.108,917550869
money_market,Venus Core Pool,venus-core-pool,2025-10,8872.85,970010995
money_market,Venus Core Pool,venus-core-pool,2025-11,7941.5532,694168777
money_market,Venus Core Pool,venus-core-pool,2025-12,8426.7721,737107602
money_market,Venus Core Pool,venus-core-pool,2026-01,7616.8763,603141774
money_market,Venus Core Pool,venus-core-pool,2026-02,7319.7122,485832465
money_market,Venus Core Pool,venus-core-pool,2026-03,7201.002,488394188
money_market,Venus Core Pool,venus-core-pool,2026-04,6600.2679,503909609
money_market,Venus Core Pool,venus-core-pool,2026-05,6179.9589,454633666
money_market,Venus Core Pool,venus-core-pool,2026-06,6720.7332,393503206
money_market,Venus Core Pool,venus-core-pool,2026-07,6864.2809,429537068
money_market,Venus Core Pool,venus-core-pool,2026-08,7074.294,554308870
money_market,Venus Core Pool,venus-core-pool,2026-09,7205.9736,583668352
money_market,Venus Flux,venus-flux,2024-09,0.0,0
money_market,Venus Flux,venus-flux,2024-10,0.0,0
money_market,Venus Flux,venus-flux,2024-11,0.0,0
money_market,Venus Flux,venus-flux,2024-12,0.0,0
money_market,Venus Flux,venus-flux,2025-01,0.0,0
money_market,Venus Flux,venus-flux,2025-02,0.0,0
money_market,Venus Flux,venus-flux,2025-03,0.0,0
money_market,Venus Flux,venus-flux,2025-04,0.0,0
money_market,Venus Flux,venus-flux,2025-05,0.0,0
money_market,Venus Flux,venus-flux,2025-06,0.0,0
money_market,Venus Flux,venus-flux,2025-07,0.0,0
money_market,Venus Flux,venus-flux,2025-08,0.0,0
money_market,Venus Flux,venus-flux,2025-09,0.0,0
money_market,Venus Flux,venus-flux,2025-10,0.0,0
money_market,Venus Flux,venus-flux,2025-11,0.0,0
money_market,Venus Flux,venus-flux,2025-12,0.0003,26
money_market,Venus Flux,venus-flux,2026-01,0.0006,50
money_market,Venus Flux,venus-flux,2026-02,520.8715,34875655
money_market,Venus Flux,venus-flux,2026-03,130.9928,8937640
money_market,Venus Flux,venus-flux,2026-04,10.4989,802273
money_market,Venus Flux,venus-flux,2026-05,2.8455,209400
money_market,Venus Flux,venus-flux,2026-06,5.8304,341575
money_market,Venus Flux,venus-flux,2026-07,7.4395,468076
money_market,Venus Flux,venus-flux,2026-08,9.6368,756034
money_market,Venus Flux,venus-flux,2026-09,5.3509,433626
money_market,Venus Isolated Pools,venus-isolated-pools,2024-09,123.6644,7858504
money_market,Venus Isolated Pools,venus-isolated-pools,2024-10,99.8088,7015463
money_market,Venus Isolated Pools,venus-isolated-pools,2024-11,105.8209,10192900
money_market,Venus Isolated Pools,venus-isolated-pools,2024-12,105.4165,9824578
money_market,Venus Isolated Pools,venus-isolated-pools,2025-01,90.1356,9233740
money_market,Venus Isolated Pools,venus-isolated-pools,2025-02,0.5707,48099
money_market,Venus Isolated Pools,venus-isolated-pools,2025-03,1.6055,132409
money_market,Venus Isolated Pools,venus-isolated-pools,2025-04,0.4496,42402
money_market,Venus Isolated Pools,venus-isolated-pools,2025-05,0.4136,43305
money_market,Venus Isolated Pools,venus-isolated-pools,2025-06,0.3665,39260
money_market,Venus Isolated Pools,venus-isolated-pools,2025-07,0.3141,36510
money_market,Venus Isolated Pools,venus-isolated-pools,2025-08,0.248,26866
money_market,Venus Isolated Pools,venus-isolated-pools,2025-09,0.248,28257
money_market,Venus Isolated Pools,venus-isolated-pools,2025-10,0.248,27133
money_market,Venus Isolated Pools,venus-isolated-pools,2025-11,0.248,22428
money_market,Venus Isolated Pools,venus-isolated-pools,2025-12,0.248,21713
money_market,Venus Isolated Pools,venus-isolated-pools,2026-01,0.248,19557
money_market,Venus Isolated Pools,venus-isolated-pools,2026-02,0.248,16609
money_market,Venus Isolated Pools,venus-isolated-pools,2026-03,0.248,16844
money_market,Venus Isolated Pools,venus-isolated-pools,2026-04,0.248,18955
money_market,Venus Isolated Pools,venus-isolated-pools,2026-05,0.248,18254
money_market,Venus Isolated Pools,venus-isolated-pools,2026-06,0.248,14532
money_market,Venus Isolated Pools,venus-isolated-pools,2026-07,0.248,15606
money_market,Venus Isolated Pools,venus-isolated-pools,2026-08,0.148,11609
money_market,Venus Isolated Pools,venus-isolated-pools,2026-09,0.148,11992
money_market,Vesu,vesu,2024-09,3.6579,232413
money_market,Vesu,vesu,2024-10,4.1889,294324
money_market,Vesu,vesu,2024-11,5.5775,537231
money_market,Vesu,vesu,2024-12,5.5813,520359
money_market,Vesu,vesu,2025-01,4.4931,458941
money_market,Vesu,vesu,2025-02,1.0104,85107
money_market,Vesu,vesu,2025-03,1.2156,100113
money_market,Vesu,vesu,2025-04,12.784,1210468
money_market,Vesu,vesu,2025-05,17.5374,1842270
money_market,Vesu,vesu,2025-06,23.8161,2553686
money_market,Vesu,vesu,2025-07,26.0711,3011945
money_market,Vesu,vesu,2025-08,34.0738,3698028
money_market,Vesu,vesu,2025-09,32.6521,3716066
money_market,Vesu,vesu,2025-10,55.7719,6105295
money_market,Vesu,vesu,2025-11,74.7995,6750536
money_market,Vesu,vesu,2025-12,143.8508,12584524
money_market,Vesu,vesu,2026-01,129.3454,10156496
money_market,Vesu,vesu,2026-02,125.7432,8394747
money_market,Vesu,vesu,2026-03,113.5722,7729887
money_market,Vesu,vesu,2026-04,123.4635,9383181
money_market,Vesu,vesu,2026-05,111.1003,8163690
money_market,Vesu,vesu,2026-06,115.1339,6733082
money_market,Vesu,vesu,2026-07,101.3912,6382423
money_market,Vesu,vesu,2026-08,87.6255,6889041
money_market,Vesu,vesu,2026-09,82.8352,6726411
money_market,Vires Finance,vires-finance,2024-09,70.6701,4499774
money_market,Vires Finance,vires-finance,2024-10,70.6276,4957634
money_market,Vires Finance,vires-finance,2024-11,69.2342,6677499
money_market,Vires Finance,vires-finance,2024-12,69.2049,6453287
money_market,Vires Finance,vires-finance,2025-01,66.9841,6862323
money_market,Vires Finance,vires-finance,2025-02,67.5261,5693797
money_market,Vires Finance,vires-finance,2025-03,69.8375,5770461
money_market,Vires Finance,vires-finance,2025-04,72.8435,6885529
money_market,Vires Finance,vires-finance,2025-05,72.9434,7610111
money_market,Vires Finance,vires-finance,2025-06,72.8989,7825110
money_market,Vires Finance,vires-finance,2025-07,74.4709,8610696
money_market,Vires Finance,vires-finance,2025-08,71.6845,7759634
money_market,Vires Finance,vires-finance,2025-09,71.7889,8192622
money_market,Vires Finance,vires-finance,2025-10,71.4982,7842880
money_market,Vires Finance,vires-finance,2025-11,71.4982,6362273
money_market,Vires Finance,vires-finance,2025-12,71.4982,6279797
money_market,Vires Finance,vires-finance,2026-01,71.4982,5647373
money_market,Vires Finance,vires-finance,2026-02,71.5189,4769402
money_market,Vires Finance,vires-finance,2026-03,71.6598,4889577
money_market,Vires Finance,vires-finance,2026-04,71.6615,5485376
money_market,Vires Finance,vires-finance,2026-05,71.6676,5277252
money_market,Vires Finance,vires-finance,2026-06,71.8815,4209047
money_market,Vires Finance,vires-finance,2026-07,71.8815,4520803
money_market,Vires Finance,vires-finance,2026-08,71.8915,5650581
money_market,Vires Finance,vires-finance,2026-09,72.8946,5924762
money_market,YeiLend,yeilend,2024-09,0.0,0
money_market,YeiLend,yeilend,2024-10,0.0,0
money_market,YeiLend,yeilend,2024-11,0.0,0
money_market,YeiLend,yeilend,2024-12,0.0,0
money_market,YeiLend,yeilend,2025-01,0.0,0
money_market,YeiLend,yeilend,2025-02,97.1894,8187762
money_market,YeiLend,yeilend,2025-03,728.2988,59932012
money_market,YeiLend,yeilend,2025-04,873.7979,82309610
money_market,YeiLend,yeilend,2025-05,882.5886,92570403
money_market,YeiLend,yeilend,2025-06,972.0205,104188307
money_market,YeiLend,yeilend,2025-07,947.1316,109979134
money_market,YeiLend,yeilend,2025-08,856.7523,92517241
money_market,YeiLend,yeilend,2025-09,842.2339,95532916
money_market,YeiLend,yeilend,2025-10,760.8854,83262876
money_market,YeiLend,yeilend,2025-11,297.8726,26748555
money_market,YeiLend,yeilend,2025-12,357.8226,31246248
money_market,YeiLend,yeilend,2026-01,52.9642,4153835
money_market,YeiLend,yeilend,2026-02,53.8883,3586216
money_market,YeiLend,yeilend,2026-03,2.6346,178418
money_market,YeiLend,yeilend,2026-04,2.3676,181545
money_market,YeiLend,yeilend,2026-05,2.4687,181599
money_market,YeiLend,yeilend,2026-06,1.8037,105483
money_market,YeiLend,yeilend,2026-07,1.6936,105276
money_market,YeiLend,yeilend,2026-08,1.7176,134333
money_market,YeiLend,yeilend,2026-09,1.5896,128895
money_market,ZeroLend Lending,zerolend-lending,2024-09,834.3985,52963108
money_market,ZeroLend Lending,zerolend-lending,2024-10,647.8374,45448506
money_market,ZeroLend Lending,zerolend-lending,2024-11,664.2801,64087314
money_market,ZeroLend Lending,zerolend-lending,2024-12,585.5298,54625624
money_market,ZeroLend Lending,zerolend-lending,2025-01,373.4346,38101493
money_market,ZeroLend Lending,zerolend-lending,2025-02,362.2595,30415237
money_market,ZeroLend Lending,zerolend-lending,2025-03,69.0957,5683588
money_market,ZeroLend Lending,zerolend-lending,2025-04,69.7196,6105513
money_market,ZeroLend Lending,zerolend-lending,2025-05,65.8137,6632250
money_market,ZeroLend Lending,zerolend-lending,2025-06,63.0936,6660846
money_market,ZeroLend Lending,zerolend-lending,2025-07,52.8315,6098237
money_market,ZeroLend Lending,zerolend-lending,2025-08,52.375,5809866
money_market,ZeroLend Lending,zerolend-lending,2025-09,48.9475,5602988
money_market,ZeroLend Lending,zerolend-lending,2025-10,47.5386,5374867
money_market,ZeroLend Lending,zerolend-lending,2025-11,3.8246,346221
money_market,ZeroLend Lending,zerolend-lending,2025-12,3.4101,297440
money_market,ZeroLend Lending,zerolend-lending,2026-01,2.9466,229423
money_market,ZeroLend Lending,zerolend-lending,2026-02,2.6963,177850
money_market,ZeroLend Lending,zerolend-lending,2026-03,2.5505,172835
money_market,ZeroLend Lending,zerolend-lending,2026-04,2.5434,192493
money_market,ZeroLend Lending,zerolend-lending,2026-05,2.1678,157892
money_market,ZeroLend Lending,zerolend-lending,2026-06,2.0682,119986
money_market,ZeroLend Lending,zerolend-lending,2026-07,1.992,123388
money_market,ZeroLend Lending,zerolend-lending,2026-08,1.6758,136696
money_market,ZeroLend Lending,zerolend-lending,2026-09,1.6758,131428
money_market,Zest v1,zest-v1,2024-09,0.0,0
money_market,Zest v1,zest-v1,2024-10,0.0,0
money_market,Zest v1,zest-v1,2024-11,0.0,0
money_market,Zest v1,zest-v1,2024-12,395.0247,36915058
money_market,Zest v1,zest-v1,2025-01,401.8427,41153512
money_market,Zest v1,zest-v1,2025-02,473.5934,39945706
money_market,Zest v1,zest-v1,2025-03,474.0681,39140961
money_market,Zest v1,zest-v1,2025-04,461.8013,43504452
money_market,Zest v1,zest-v1,2025-05,541.6387,56699818
money_market,Zest v1,zest-v1,2025-06,497.4807,53294112
money_market,Zest v1,zest-v1,2025-07,472.2612,54641570
money_market,Zest v1,zest-v1,2025-08,532.8962,57672160
money_market,Zest v1,zest-v1,2025-09,557.8112,63613343
money_market,Zest v1,zest-v1,2025-10,554.9077,60796508
money_market,Zest v1,zest-v1,2025-11,589.2909,53267029
money_market,Zest v1,zest-v1,2025-12,672.5852,58861445
money_market,Zest v1,zest-v1,2026-01,705.0734,55438800
money_market,Zest v1,zest-v1,2026-02,146.3618,9805459
money_market,Zest v1,zest-v1,2026-03,49.3253,3366813
money_market,Zest v1,zest-v1,2026-04,32.5065,2487630
money_market,Zest v1,zest-v1,2026-05,26.3753,1947814
money_market,Zest v1,zest-v1,2026-06,22.7018,1317669
money_market,Zest v1,zest-v1,2026-07,21.9363,1379627
money_market,Zest v1,zest-v1,2026-08,18.3221,1442826
money_market,Zest v1,zest-v1,2026-09,17.8714,1452067
