month,product,category_code,tvl_usd,tvl_btc,include_net
2025-02,Pencils Protocol (SolvBTC),C6,176735,2.095,1
2025-02,Swell Earn (BTC vaults),C6,95666038,1134.157,1
2025-02,CoinWind (BTC),C6,77851349,922.957,1
2025-02,Flamincome (WBTC),C6,81723811,968.866,1
2025-02,Trevee / Rings earn (BTC),C6,1628685,19.309,1
2025-02,Hourglass (eBTC/LBTCv),C6,18061912,214.131,1
2025-02,Aera v2 (BTC),C6,12808369,151.848,1
2025-02,StakeStone Berachain vault (BTC),C6,11331,0.134,1
2025-02,Mitosis (BTC),C6,4875042,57.795,1
2025-02,Umami (BTC),C6,4041833,47.917,1
2025-02,Capy (BTC),C6,9783,0.116,1
2025-02,Sommelier (BTC),C6,847254,10.045,1
2025-02,Factor leverage vault (BTC),C6,3072753,36.429,1
2025-02,Omega (BTC),C6,2361428,27.996,1
2025-02,OpenGDP shared security (LBTC),C2,221390273,2624.664,1
2025-02,iBTC Finance,C2,119389827,1415.411,1
2025-02,Swell swBTC,C2,13171671,156.155,1
2025-02,StakeStone STONEBTC,C2,59924,0.71,1
2025-02,ShardingDAO (BTC),C2,5054856,59.927,1
2025-02,Stream Finance (BTC),C3,4176942,49.519,1
2025-02,Aster asBTC,C3,12691148,150.458,1
2025-02,Thetanuts (BTC),C4,3939278,46.702,1
2025-02,YieldNest ynBTCk,C2,315388,3.739,0
2025-02,Royco v1 IAM (incl. Boyco pre-deposits),C6,1282749893,15207.478,0
2025-03,Maple BTC Yield,C1,39288026,475.93,1
2025-03,ether.fi Liquid BTC,C1,51572706,624.745,1
2025-03,Babylon (BTC staking) - stake attributed to listed LSTs/products,C2,2486915041,30126.163,0
2025-03,"Babylon (BTC staking) - other stakers (Kraken, Binance, OKX, Figment, direct)",C2,1863908906,22579.148,1
2025-03,Lombard LBTC - held inside other listed products,C2,852483164,10326.869,0
2025-03,Lombard LBTC - direct / other holders,C2,831977052,10078.461,1
2025-03,Bedrock uniBTC - held inside other listed products,C2,222395107,2694.065,0
2025-03,Bedrock uniBTC - direct / other holders,C2,159002823,1926.139,1
2025-03,SolvBTC LSTs (SolvBTC.BBN etc.) - held inside other listed products,C2,147185863,1782.99,0
2025-03,SolvBTC LSTs (SolvBTC.BBN etc.) - direct / other holders,C2,655418711,7939.656,1
2025-03,PumpBTC - held inside other listed products,C2,238220174,2885.768,0
2025-03,PumpBTC - direct / other holders,C2,298499981,3615.99,1
2025-03,Lorenzo stBTC - held inside other listed products,C2,249036773,3016.799,0
2025-03,Lorenzo stBTC - direct / other holders,C2,84666871,1025.643,1
2025-03,Chakra,C2,61127742,740.493,1
2025-03,alloBTC,C2,43594309,528.096,1
2025-03,pSTAKE BTC,C2,18682508,226.317,1
2025-03,LISA BTC LST,C2,288539,3.495,1
2025-03,b14g,C2,148593700,1800.045,1
2025-03,exSat Staking BTC,C2,563951953,6831.64,1
2025-03,Symbiotic (BTC vaults),C2,119999658,1453.66,1
2025-03,Mellow restaking (uniBTC),C2,10876069,131.751,1
2025-03,Pell Network,C2,194850865,2360.398,1
2025-03,Kernel (BTC part),C2,458059559,5548.873,1
2025-03,SatLayer,C2,257708393,3121.846,1
2025-03,CIAN Yield Layer (BTC vaults),C2,600206429,7270.822,1
2025-03,ObeliskBTC,C2,118760516,1438.649,1
2025-03,Solv Basis Trading (SolvBTC.TRADING),C3,7440625,90.135,1
2025-03,BitFi bfBTC (EVM chains) - held inside other listed products,C3,178579434,2163.288,0
2025-03,BitFi bfBTC (EVM chains) - direct / other holders,C3,40227234,487.307,1
2025-03,BitFi bfBTC (AILayer),C3,178579443,2163.288,1
2025-03,Midas mBTC,C3,113371,1.373,1
2025-03,Manta CeDeFi (BTC),C3,1817443,22.016,1
2025-03,Hope (BTC basis collateral),C3,1677617,20.322,1
2025-03,DeSyn Basis Trading (BTC),C3,51635352,625.504,1
2025-03,Hegic (WBTC pool),C4,803716,9.736,1
2025-03,Ribbon (WBTC theta vault),C4,2334690,28.282,1
2025-03,D2 Finance (UBTC),C4,368772,4.467,1
2025-03,Lombard Vaults (LBTCv / BTCe) - held inside other listed products,C6,2689971,32.586,0
2025-03,Lombard Vaults (LBTCv / BTCe) - direct / other holders,C6,119117729,1442.977,1
2025-03,Native Credit Pool (BTC part),C5,167700,2.031,1
2025-03,B2 Buzz Farming,C6,211098721,2557.222,1
2025-03,AILayer farm (AINN),C6,84577097,1024.556,0
2025-03,Concrete (BTC vaults),C6,431783552,5230.569,1
2025-03,"Veda (other BTC vaults, excl. Kraken)",C6,895713271,10850.553,1
2025-03,Upshift (BTC vaults),C6,62229954,753.846,1
2025-03,Proxy (PRXY BTC strategies),C6,21502840,260.483,1
2025-03,Convex (BTC LPs),C6,25032040,303.235,1
2025-03,Yearn (BTC vaults),C6,6290911,76.207,1
2025-03,Badger DAO (BTC vaults),C6,11637516,140.975,1
2025-03,Stake DAO (BTC LPs),C6,187365,2.27,1
2025-03,Yield Yak (BTC),C6,6502147,78.766,1
2025-03,Superform (BTC),C6,504352,6.11,1
2025-03,Harvest (BTC),C6,2467939,29.896,1
2025-03,Autofarm (BTC),C6,1190254,14.419,1
2025-03,OmniYield (WBTC),C6,42314,0.513,1
2025-03,Belt (BTCB),C6,3796295,45.988,1
2025-03,Tranchess (BTCB),C6,21610124,261.782,1
2025-03,Radpie (BTC),C6,916654,11.104,1
2025-03,Aura (BTC),C6,735309,8.907,1
2025-03,Lagoon (BTC vaults),C6,9123718,110.524,1
2025-03,Reaper (WBTC),C6,643938,7.801,1
2025-03,Vesper (WBTC),C6,760511,9.213,1
2025-03,Kine (BTC),C6,723694,8.767,1
2025-03,DeltaPrime (BTC),C6,1155263,13.995,1
2025-03,Extra Finance (cbBTC),C6,1693316,20.513,1
2025-03,IPOR Fusion (other BTC vaults),C6,11542,0.14,1
2025-03,DeSyn Liquid Strategy (BTC),C6,655065090,7935.373,1
2025-03,DeSyn Safe (BTC),C6,272476933,3300.75,1
2025-03,Corn Kernels pre-deposit,C6,27134299,328.701,1
2025-03,Hemi staking,C6,168975731,2046.95,1
2025-03,Zircuit staking (BTC),C6,84420997,1022.665,1
2025-03,Pencils Protocol (SolvBTC),C6,159818,1.936,1
2025-03,Swell Earn (BTC vaults),C6,167200,2.025,1
2025-03,CoinWind (BTC),C6,76138830,922.336,1
2025-03,Flamincome (WBTC),C6,80056040,969.788,1
2025-03,Trevee / Rings earn (BTC),C6,26494020,320.945,1
2025-03,Canopy (BTC),C6,84,0.001,1
2025-03,Hourglass (eBTC/LBTCv),C6,3153145,38.197,1
2025-03,Aera v2 (BTC),C6,11785229,142.765,1
2025-03,StakeStone Berachain vault (BTC),C6,10752,0.13,1
2025-03,Mitosis (BTC),C6,4467202,54.115,1
2025-03,Umami (BTC),C6,3884255,47.053,1
2025-03,Capy (BTC),C6,9729,0.118,1
2025-03,Sommelier (BTC),C6,809457,9.806,1
2025-03,Factor leverage vault (BTC),C6,3508966,42.507,1
2025-03,Omega (BTC),C6,2328259,28.204,1
2025-03,OpenGDP shared security (LBTC),C2,216890393,2627.382,1
2025-03,iBTC Finance,C2,132749261,1608.107,1
2025-03,Swell swBTC,C2,12413837,150.38,1
2025-03,StakeStone STONEBTC,C2,57454,0.696,1
2025-03,ShardingDAO (BTC),C2,4938158,59.82,1
2025-03,Stream Finance (BTC),C3,4674993,56.632,1
2025-03,Aster asBTC,C3,14902754,180.53,1
2025-03,Thetanuts (BTC),C4,2924319,35.425,1
2025-03,Wildcat (BTC),C5,80,0.001,1
2025-03,YieldNest ynBTCk,C2,84287071,1021.043,0
2025-03,Royco v1 IAM (incl. Boyco pre-deposits),C6,1256061764,15215.768,0
2025-04,Maple BTC Yield,C1,147861341,1570.12,1
2025-04,ether.fi Liquid BTC,C1,60104996,638.247,1
2025-04,Babylon (BTC staking) - stake attributed to listed LSTs/products,C2,3172511316,33688.478,0
2025-04,"Babylon (BTC staking) - other stakers (Kraken, Binance, OKX, Figment, direct)",C2,1436839863,15257.612,1
2025-04,Lombard LBTC - held inside other listed products,C2,903412478,9593.217,0
2025-04,Lombard LBTC - direct / other holders,C2,1024781155,10882.015,1
2025-04,Bedrock uniBTC - held inside other listed products,C2,273692752,2906.307,0
2025-04,Bedrock uniBTC - direct / other holders,C2,136257601,1446.901,1
2025-04,SolvBTC LSTs (SolvBTC.BBN etc.) - held inside other listed products,C2,167152196,1774.967,0
2025-04,SolvBTC LSTs (SolvBTC.BBN etc.) - direct / other holders,C2,645712915,6856.74,1
2025-04,PumpBTC - held inside other listed products,C2,255471702,2712.82,0
2025-04,PumpBTC - direct / other holders,C2,345857272,3672.613,1
2025-04,Lorenzo stBTC - held inside other listed products,C2,2078481,22.071,0
2025-04,Lorenzo stBTC - direct / other holders,C2,90626795,962.354,1
2025-04,Chakra,C2,66363878,704.709,1
2025-04,alloBTC,C2,49807415,528.898,1
2025-04,pSTAKE BTC,C2,1081661,11.486,1
2025-04,LISA BTC LST,C2,329662,3.501,1
2025-04,b14g,C2,170747046,1813.14,1
2025-04,exSat Staking BTC,C2,595550363,6324.07,1
2025-04,Symbiotic (BTC vaults),C2,148499472,1576.896,1
2025-04,Mellow restaking (uniBTC),C2,10959763,116.38,1
2025-04,Pell Network,C2,202494551,2150.263,1
2025-04,Kernel (BTC part),C2,485590012,5156.416,1
2025-04,SatLayer,C2,299326725,3178.511,1
2025-04,CIAN Yield Layer (BTC vaults),C2,722311995,7670.135,1
2025-04,ObeliskBTC,C2,135686385,1440.836,1
2025-04,Solv Basis Trading (SolvBTC.TRADING),C3,7740012,82.19,1
2025-04,BitFi bfBTC (EVM chains) - held inside other listed products,C3,250365664,2658.6,0
2025-04,BitFi bfBTC (EVM chains) - direct / other holders,C3,73767367,783.326,1
2025-04,BitFi bfBTC (AILayer),C3,203702688,2163.092,1
2025-04,Midas mBTC,C3,1396920,14.834,1
2025-04,Manta CeDeFi (BTC),C3,2086828,22.16,1
2025-04,Hope (BTC basis collateral),C3,1915807,20.344,1
2025-04,DeSyn Basis Trading (BTC),C3,78158889,829.959,1
2025-04,Hegic (WBTC pool),C4,919796,9.767,1
2025-04,Ribbon (WBTC theta vault),C4,2661231,28.259,1
2025-04,D2 Finance (UBTC),C4,266245,2.827,1
2025-04,Lombard Vaults (LBTCv / BTCe) - held inside other listed products,C6,2662185,28.269,0
2025-04,Lombard Vaults (LBTCv / BTCe) - direct / other holders,C6,101785397,1080.846,1
2025-04,Native Credit Pool (BTC part),C5,191166,2.03,1
2025-04,B2 Buzz Farming,C6,290071363,3080.229,1
2025-04,AILayer farm (AINN),C6,96098006,1020.452,0
2025-04,Concrete (BTC vaults),C6,518270204,5503.443,1
2025-04,"Veda (other BTC vaults, excl. Kraken)",C6,953656961,10126.757,1
2025-04,Upshift (BTC vaults),C6,24058426,255.473,1
2025-04,Hyperbeat Earn (hbBTC),C6,1041568,11.06,0
2025-04,Proxy (PRXY BTC strategies),C6,24563556,260.837,1
2025-04,Convex (BTC LPs),C6,27110720,287.885,1
2025-04,Yearn (BTC vaults),C6,6916857,73.449,1
2025-04,Badger DAO (BTC vaults),C6,12633052,134.149,1
2025-04,Stake DAO (BTC LPs),C6,228258,2.424,1
2025-04,Yield Yak (BTC),C6,7290919,77.421,1
2025-04,YO Protocol (yoBTC),C6,2641994,28.055,1
2025-04,Superform (BTC),C6,515202,5.471,1
2025-04,Harvest (BTC),C6,2698623,28.656,1
2025-04,Autofarm (BTC),C6,1329055,14.113,1
2025-04,OmniYield (WBTC),C6,67912,0.721,1
2025-04,Belt (BTCB),C6,4343160,46.119,1
2025-04,Tranchess (BTCB),C6,27928466,296.569,1
2025-04,Radpie (BTC),C6,1032347,10.962,1
2025-04,Aura (BTC),C6,724419,7.693,1
2025-04,Lagoon (BTC vaults),C6,10886972,115.607,1
2025-04,Moonwell vaults (cbBTC),C6,15266539,162.113,1
2025-04,Reaper (WBTC),C6,731065,7.763,1
2025-04,Vesper (WBTC),C6,793481,8.426,1
2025-04,Kine (BTC),C6,827898,8.791,1
2025-04,DeltaPrime (BTC),C6,1512281,16.059,1
2025-04,Extra Finance (cbBTC),C6,1579422,16.772,1
2025-04,IPOR Fusion (other BTC vaults),C6,361447,3.838,1
2025-04,DeSyn Liquid Strategy (BTC),C6,726947499,7719.359,1
2025-04,DeSyn Safe (BTC),C6,368203951,3909.909,1
2025-04,Corn Kernels pre-deposit,C6,3826251,40.63,1
2025-04,Hemi staking,C6,225536403,2394.941,1
2025-04,Zircuit staking (BTC),C6,96402385,1023.684,1
2025-04,Pencils Protocol (SolvBTC),C6,67743,0.719,1
2025-04,Swell Earn (BTC vaults),C6,426158,4.525,1
2025-04,CoinWind (BTC),C6,87083455,924.728,1
2025-04,Flamincome (WBTC),C6,91237946,968.844,1
2025-04,Trevee / Rings earn (BTC),C6,37461826,397.802,1
2025-04,Canopy (BTC),C6,70632250,750.035,1
2025-04,Hourglass (eBTC/LBTCv),C6,3190549,33.88,1
2025-04,Aera v2 (BTC),C6,11183315,118.754,1
2025-04,Seamless vaults (cbBTC),C6,20194864,214.447,1
2025-04,StakeStone Berachain vault (BTC),C6,12282,0.13,1
2025-04,Mitosis (BTC),C6,2493144,26.474,1
2025-04,Goldilocks (BTC),C6,7962198,84.55,1
2025-04,Umami (BTC),C6,3636231,38.613,1
2025-04,Capy (BTC),C6,1676,0.018,1
2025-04,Sommelier (BTC),C6,918372,9.752,1
2025-04,Factor leverage vault (BTC),C6,4164506,44.222,1
2025-04,Omega (BTC),C6,2650578,28.146,1
2025-04,OpenGDP shared security (LBTC),C2,245756173,2609.652,1
2025-04,iBTC Finance,C2,152541108,1619.814,1
2025-04,Swell swBTC,C2,12752015,135.412,1
2025-04,StakeStone STONEBTC,C2,65203,0.692,1
2025-04,ShardingDAO (BTC),C2,5643386,59.926,1
2025-04,Stream Finance (BTC),C3,5989015,63.597,1
2025-04,Aster asBTC,C3,13834073,146.902,1
2025-04,Thetanuts (BTC),C4,3329276,35.353,1
2025-04,Wildcat (BTC),C5,3587,0.038,1
2025-04,YieldNest ynBTCk,C2,91201771,968.46,0
2025-04,Royco v1 IAM (incl. Boyco pre-deposits),C6,1429203274,15176.52,0
2025-05,Maple BTC Yield,C1,171880020,1643.34,1
2025-05,ether.fi Liquid BTC,C1,51068031,488.26,1
2025-05,Babylon (BTC staking) - stake attributed to listed LSTs/products,C2,2946260953,28169.117,0
2025-05,"Babylon (BTC staking) - other stakers (Kraken, Binance, OKX, Figment, direct)",C2,2039741951,19501.915,1
2025-05,Lombard LBTC - held inside other listed products,C2,815791679,7799.761,0
2025-05,Lombard LBTC - direct / other holders,C2,1131290237,10816.234,1
2025-05,Bedrock uniBTC - held inside other listed products,C2,234257306,2239.727,0
2025-05,Bedrock uniBTC - direct / other holders,C2,224365973,2145.157,1
2025-05,SolvBTC LSTs (SolvBTC.BBN etc.) - held inside other listed products,C2,130058797,1243.488,0
2025-05,SolvBTC LSTs (SolvBTC.BBN etc.) - direct / other holders,C2,526107881,5030.103,1
2025-05,Solv Others (M-BTC),C2,201451369,1926.071,1
2025-05,PumpBTC - held inside other listed products,C2,281545919,2691.853,0
2025-05,PumpBTC - direct / other holders,C2,229470699,2193.963,1
2025-05,Lorenzo stBTC - held inside other listed products,C2,1689230,16.151,0
2025-05,Lorenzo stBTC - direct / other holders,C2,98011436,937.085,1
2025-05,Chakra,C2,73520620,702.929,1
2025-05,alloBTC,C2,55242229,528.169,1
2025-05,pSTAKE BTC,C2,924663,8.841,1
2025-05,LISA BTC LST,C2,366285,3.502,1
2025-05,b14g,C2,188814710,1805.252,1
2025-05,exSat Staking BTC,C2,403961959,3862.269,1
2025-05,Symbiotic (BTC vaults),C2,164198186,1569.894,1
2025-05,Mellow restaking (uniBTC),C2,20265643,193.759,1
2025-05,Pell Network,C2,187631591,1793.94,1
2025-05,Kernel (BTC part),C2,188556642,1802.785,1
2025-05,SatLayer,C2,303982153,2906.365,1
2025-05,CIAN Yield Layer (BTC vaults),C2,737862253,7054.68,1
2025-05,Fragmetric (zBTC),C2,6710314,64.157,1
2025-05,ObeliskBTC,C2,150665409,1440.508,1
2025-05,Solv Basis Trading (SolvBTC.TRADING),C3,100452842,960.427,1
2025-05,BitFi bfBTC (EVM chains) - held inside other listed products,C3,210125500,2009.004,0
2025-05,BitFi bfBTC (EVM chains) - direct / other holders,C3,97527360,932.456,1
2025-05,BitFi bfBTC (AILayer),C3,106575720,1018.967,1
2025-05,Midas mBTC,C3,2267138,21.676,1
2025-05,Liminal Basis (BTC),C3,312121,2.984,1
2025-05,Manta CeDeFi (BTC),C3,24212767,231.498,1
2025-05,Hope (BTC basis collateral),C3,2128636,20.352,1
2025-05,DeSyn Basis Trading (BTC),C3,86676610,828.713,1
2025-05,Hegic (WBTC pool),C4,1019508,9.747,1
2025-05,Ribbon (WBTC theta vault),C4,2905285,27.777,1
2025-05,D2 Finance (UBTC),C4,777084,7.43,1
2025-05,Lombard Vaults (LBTCv / BTCe) - held inside other listed products,C6,3217783,30.765,0
2025-05,Lombard Vaults (LBTCv / BTCe) - direct / other holders,C6,123301396,1178.881,1
2025-05,Native Credit Pool (BTC part),C5,212445,2.031,1
2025-05,B2 Buzz Farming,C6,374048948,3576.271,1
2025-05,AILayer farm (AINN),C6,107691209,1029.633,0
2025-05,Solv Strategies,C6,365095127,3490.664,1
2025-05,Concrete (BTC vaults),C6,272140729,2601.93,1
2025-05,"Veda (other BTC vaults, excl. Kraken)",C6,782810062,7484.425,1
2025-05,Upshift (BTC vaults),C6,18603683,177.869,1
2025-05,Hyperbeat Earn (hbBTC),C6,16275137,155.606,0
2025-05,Proxy (PRXY BTC strategies),C6,27309260,261.103,1
2025-05,Convex (BTC LPs),C6,32051854,306.447,1
2025-05,Yearn (BTC vaults),C6,7623281,72.886,1
2025-05,Badger DAO (BTC vaults),C6,15428124,147.508,1
2025-05,Stake DAO (BTC LPs),C6,13882,0.133,1
2025-05,Yield Yak (BTC),C6,10554725,100.913,1
2025-05,YO Protocol (yoBTC),C6,6269593,59.943,1
2025-05,Superform (BTC),C6,557666,5.332,1
2025-05,Harvest (BTC),C6,4490005,42.929,1
2025-05,Autofarm (BTC),C6,1489567,14.242,1
2025-05,OmniYield (WBTC),C6,100171,0.958,1
2025-05,Belt (BTCB),C6,4822236,46.105,1
2025-05,Tranchess (BTCB),C6,38231002,365.526,1
2025-05,Radpie (BTC),C6,1134292,10.845,1
2025-05,Aura (BTC),C6,806214,7.708,1
2025-05,Lagoon (BTC vaults),C6,13441733,128.516,1
2025-05,Moonwell vaults (cbBTC),C6,17018546,162.714,1
2025-05,Katana pre-launch (WBTC),C6,644528,6.162,1
2025-05,Reaper (WBTC),C6,808817,7.733,1
2025-05,Vesper (WBTC),C6,880981,8.423,1
2025-05,Kine (BTC),C6,917849,8.776,1
2025-05,DeltaPrime (BTC),C6,1440616,13.774,1
2025-05,Extra Finance (cbBTC),C6,2248220,21.495,1
2025-05,IPOR Fusion (other BTC vaults),C6,1049275,10.032,1
2025-05,DeSyn Liquid Strategy (BTC),C6,804200670,7688.94,1
2025-05,DeSyn Safe (BTC),C6,271153219,2592.488,1
2025-05,Corn Kernels pre-deposit,C6,2494971,23.854,1
2025-05,Hemi staking,C6,370720937,3544.452,1
2025-05,Zircuit staking (BTC),C6,104562474,999.719,1
2025-05,Pencils Protocol (SolvBTC),C6,37391,0.357,1
2025-05,Turtle Club (BTC campaigns),C6,125578067,1200.648,1
2025-05,Swell Earn (BTC vaults),C6,302451,2.892,1
2025-05,CoinWind (BTC),C6,96638085,923.954,1
2025-05,Flamincome (WBTC),C6,101272256,968.261,1
2025-05,Trevee / Rings earn (BTC),C6,41651402,398.228,1
2025-05,Canopy (BTC),C6,39563618,378.267,1
2025-05,CIAN curated BTC vaults,C6,150269768,1436.725,1
2025-05,Hourglass (eBTC/LBTCv),C6,3250510,31.078,1
2025-05,Aera v2 (BTC),C6,11648354,111.37,1
2025-05,Seamless vaults (cbBTC),C6,20884550,199.677,1
2025-05,StakeStone Berachain vault (BTC),C6,589352,5.635,1
2025-05,Mitosis (BTC),C6,1693202,16.189,1
2025-05,Goldilocks (BTC),C6,4626,0.044,1
2025-05,Umami (BTC),C6,2409498,23.037,1
2025-05,Bucket farm (BTC),C6,5600721,53.548,1
2025-05,Capy (BTC),C6,1831,0.018,1
2025-05,Sommelier (BTC),C6,1006096,9.619,1
2025-05,Factor leverage vault (BTC),C6,4628944,44.257,1
2025-05,Omega (BTC),C6,2942661,28.135,1
2025-05,OpenGDP shared security (LBTC),C2,213162903,2038.044,1
2025-05,iBTC Finance,C2,129162803,1234.922,1
2025-05,Swell swBTC,C2,12751550,121.917,1
2025-05,StakeStone STONEBTC,C2,78358,0.749,1
2025-05,ShardingDAO (BTC),C2,6282555,60.067,1
2025-05,Stream Finance (BTC),C3,7308914,69.88,1
2025-05,Aster asBTC,C3,12510207,119.61,1
2025-05,Thetanuts (BTC),C4,3696163,35.339,1
2025-05,Wildcat (BTC),C5,62403,0.597,1
2025-05,YieldNest ynBTCk,C2,101250431,968.052,0
2025-06,Maple BTC Yield,C1,164277014,1533.2,1
2025-06,ether.fi Liquid BTC,C6,59380912,554.203,1
2025-06,Babylon (BTC staking) - stake attributed to listed LSTs/products,C2,2639670471,24636.087,0
2025-06,"Babylon (BTC staking) - other stakers (Kraken, Binance, OKX, Figment, direct)",C2,2155067606,20113.28,1
2025-06,Lombard LBTC - held inside other listed products,C2,641567649,5987.761,0
2025-06,Lombard LBTC - direct / other holders,C2,1091708604,10188.934,1
2025-06,Bedrock uniBTC - held inside other listed products,C2,277472362,2589.654,0
2025-06,Bedrock uniBTC - direct / other holders,C2,196542723,1834.336,1
2025-06,SolvBTC LSTs (SolvBTC.BBN etc.) - held inside other listed products,C2,155975287,1455.72,0
2025-06,SolvBTC LSTs (SolvBTC.BBN etc.) - direct / other holders,C2,438004826,4087.906,1
2025-06,Solv Others (M-BTC),C2,225344853,2103.147,1
2025-06,PumpBTC - held inside other listed products,C2,280553337,2618.409,0
2025-06,PumpBTC - direct / other holders,C2,74730139,697.458,1
2025-06,Lorenzo stBTC - held inside other listed products,C2,1442388,13.462,0
2025-06,Lorenzo stBTC - direct / other holders,C2,100320268,936.291,1
2025-06,Chakra,C2,75545449,705.067,1
2025-06,alloBTC,C2,50719913,473.37,1
2025-06,pSTAKE BTC,C2,188403,1.758,1
2025-06,LISA BTC LST,C2,375790,3.507,1
2025-06,b14g,C2,194696624,1817.107,1
2025-06,exSat Staking BTC,C2,410368974,3829.98,1
2025-06,Symbiotic (BTC vaults),C2,189331488,1767.034,1
2025-06,Mellow restaking (uniBTC),C2,20573409,192.012,1
2025-06,Pell Network,C2,122252609,1140.986,1
2025-06,Kernel (BTC part),C2,114657283,1070.098,1
2025-06,SatLayer,C2,341058344,3183.103,1
2025-06,CIAN Yield Layer (BTC vaults),C2,539065923,5031.111,1
2025-06,Fragmetric (zBTC),C2,14709843,137.287,1
2025-06,ObeliskBTC,C2,109578423,1022.697,1
2025-06,Solv Basis Trading (SolvBTC.TRADING),C3,111446294,1040.13,1
2025-06,BitFi bfBTC (EVM chains) - held inside other listed products,C3,215222340,2008.674,0
2025-06,BitFi bfBTC (EVM chains) - direct / other holders,C3,101719475,949.349,1
2025-06,BitFi bfBTC (AILayer),C3,109430700,1021.318,1
2025-06,Midas mBTC,C3,2354092,21.971,1
2025-06,Liminal Basis (BTC),C3,1570757,14.66,1
2025-06,Manta CeDeFi (BTC),C3,24619257,229.772,1
2025-06,Hope (BTC basis collateral),C3,2183872,20.382,1
2025-06,DeSyn Basis Trading (BTC),C3,89061148,831.209,1
2025-06,Hegic (WBTC pool),C4,1046411,9.766,1
2025-06,Ribbon (WBTC theta vault),C4,2928429,27.331,1
2025-06,D2 Finance (UBTC),C4,1126927,10.518,1
2025-06,Lombard Vaults (LBTCv / BTCe),C6,67660786,631.479,1
2025-06,Native Credit Pool (BTC part),C5,216729,2.023,1
2025-06,B2 Buzz Farming,C6,383426949,3578.53,1
2025-06,AILayer farm (AINN),C6,110012635,1026.75,0
2025-06,Solv Strategies,C6,424899691,3965.596,1
2025-06,Concrete (BTC vaults),C6,25209303,235.279,1
2025-06,"Veda (other BTC vaults, excl. Kraken)",C6,786887631,7344.035,1
2025-06,Upshift (BTC vaults),C6,18739855,174.899,1
2025-06,Hyperbeat Earn (hbBTC),C6,14813939,138.259,0
2025-06,Proxy (PRXY BTC strategies),C6,28044173,261.737,1
2025-06,Convex (BTC LPs),C6,32893012,306.991,1
2025-06,Yearn (BTC vaults),C6,7807074,72.864,1
2025-06,Badger DAO (BTC vaults),C6,15379290,143.535,1
2025-06,Stake DAO (BTC LPs),C6,12913,0.121,1
2025-06,Yield Yak (BTC),C6,8997922,83.978,1
2025-06,YO Protocol (yoBTC),C6,9877169,92.184,1
2025-06,Superform (BTC),C6,420365,3.923,1
2025-06,Harvest (BTC),C6,5230881,48.82,1
2025-06,Autofarm (BTC),C6,1502738,14.025,1
2025-06,OmniYield (WBTC),C6,232216,2.167,1
2025-06,Belt (BTCB),C6,4940837,46.113,1
2025-06,Tranchess (BTCB),C6,36243864,338.265,1
2025-06,Radpie (BTC),C6,1164381,10.867,1
2025-06,Aura (BTC),C6,856246,7.991,1
2025-06,Lagoon (BTC vaults),C6,14044587,131.078,1
2025-06,Avant avBTC,C6,6508015,60.739,1
2025-06,Moonwell vaults (cbBTC),C6,12239277,114.229,1
2025-06,Katana pre-launch (WBTC),C6,49666998,463.543,1
2025-06,Reaper (WBTC),C6,823351,7.684,1
2025-06,Vesper (WBTC),C6,905291,8.449,1
2025-06,Kine (BTC),C6,940993,8.782,1
2025-06,DeltaPrime (BTC),C6,1601411,14.946,1
2025-06,Extra Finance (cbBTC),C6,2248096,20.982,1
2025-06,IPOR Fusion (other BTC vaults),C6,1029160,9.605,1
2025-06,DeSyn Liquid Strategy (BTC),C6,777757952,7258.827,1
2025-06,DeSyn Safe (BTC),C6,278169352,2596.159,1
2025-06,Corn Kernels pre-deposit,C6,1572576,14.677,1
2025-06,Hemi staking,C6,88254148,823.677,1
2025-06,Zircuit staking (BTC),C6,993188,9.269,1
2025-06,Turtle Club (BTC campaigns),C6,138915665,1296.502,1
2025-06,Swell Earn (BTC vaults),C6,785252,7.329,1
2025-06,CoinWind (BTC),C6,99044815,924.387,1
2025-06,Flamincome (WBTC),C6,103944950,970.12,1
2025-06,Trevee / Rings earn (BTC),C6,68060334,635.208,1
2025-06,Canopy (BTC),C6,16565308,154.604,1
2025-06,CIAN curated BTC vaults,C6,178982533,1670.447,1
2025-06,Hourglass (eBTC/LBTCv),C6,36681,0.342,1
2025-06,Aera v2 (BTC),C6,6576746,61.381,1
2025-06,Seamless vaults (cbBTC),C6,22489846,209.898,1
2025-06,Terminal pre-deposits (BTC),C6,7202185,67.218,1
2025-06,StakeStone Berachain vault (BTC),C6,9049,0.084,1
2025-06,Mitosis (BTC),C6,1639439,15.301,1
2025-06,Goldilocks (BTC),C6,4683,0.044,1
2025-06,Umami (BTC),C6,1717416,16.029,1
2025-06,Bucket farm (BTC),C6,5728028,53.46,1
2025-06,Capy (BTC),C6,1889,0.018,1
2025-06,Sommelier (BTC),C6,1035693,9.666,1
2025-06,Omega (BTC),C6,3016948,28.157,1
2025-06,OpenGDP shared security (LBTC),C2,139626776,1303.139,1
2025-06,iBTC Finance,C2,35577833,332.048,1
2025-06,Swell swBTC,C2,7130441,66.549,1
2025-06,StakeStone STONEBTC,C2,3756,0.035,1
2025-06,ShardingDAO (BTC),C2,6424393,59.959,1
2025-06,Stream Finance (BTC),C3,7875426,73.501,1
2025-06,Aster asBTC,C3,6011083,56.102,1
2025-06,Thetanuts (BTC),C4,3802321,35.487,1
2025-06,Wildcat (BTC),C5,8552,0.08,1
